장,조,내용
,제5조 작명 정책,"(2) 회원은 자유롭게 캐릭터명, 닉네임, 길드명 등을 사용하실 수 있습니다. 단, 다음과 같은 명칭 사용이 적발되는 경우, 사전 경고 없이 제한 및 임의 변경이 될 수 있고, 회사에서 필요한 조치를 취할 수 있습니다.※ 해당 사유로 인해 발생한 불편에 대해서는 도움을 드릴 수 없습니다."
,제5조 작명 정책,"(2) 회원은 자유롭게 캐릭터명, 닉네임, 길드명 등을 사용하실 수 있습니다. 단, 다음과 같은 명칭 사용이 적발되는 경우, 사전 경고 없이 제한 및 임의 변경이 될 수 있고, 회사에서 필요한 조치를 취할 수 있습니다.타인에게 불쾌감을 주는 이름"
,제5조 작명 정책,"(2) 회원은 자유롭게 캐릭터명, 닉네임, 길드명 등을 사용하실 수 있습니다. 단, 다음과 같은 명칭 사용이 적발되는 경우, 사전 경고 없이 제한 및 임의 변경이 될 수 있고, 회사에서 필요한 조치를 취할 수 있습니다.욕설 및 비속어, 광고, 선정적인 내용이 포함된 이름"
,제5조 작명 정책,"(2) 회원은 자유롭게 캐릭터명, 닉네임, 길드명 등을 사용하실 수 있습니다. 단, 다음과 같은 명칭 사용이 적발되는 경우, 사전 경고 없이 제한 및 임의 변경이 될 수 있고, 회사에서 필요한 조치를 취할 수 있습니다.인종 및 성차별(음란)적인 이름"
,제5조 작명 정책,"(2) 회원은 자유롭게 캐릭터명, 닉네임, 길드명 등을 사용하실 수 있습니다. 단, 다음과 같은 명칭 사용이 적발되는 경우, 사전 경고 없이 제한 및 임의 변경이 될 수 있고, 회사에서 필요한 조치를 취할 수 있습니다.반 사회적이거나 특정 종교 및 집단에 대한 비하 또는 관계법령에 저촉되거나 기타 사회 통념상 수용하기 어려운 이름"
,제5조 작명 정책,"(2) 회원은 자유롭게 캐릭터명, 닉네임, 길드명 등을 사용하실 수 있습니다. 단, 다음과 같은 명칭 사용이 적발되는 경우, 사전 경고 없이 제한 및 임의 변경이 될 수 있고, 회사에서 필요한 조치를 취할 수 있습니다.당사 및 게임 또는 원작과 관련되거나 사칭할 의도가 있다고 판단되는 이름"
,제5조 작명 정책,"(2) 회원은 자유롭게 캐릭터명, 닉네임, 길드명 등을 사용하실 수 있습니다. 단, 다음과 같은 명칭 사용이 적발되는 경우, 사전 경고 없이 제한 및 임의 변경이 될 수 있고, 회사에서 필요한 조치를 취할 수 있습니다.계정 및 아이템 등 게임데이터의 현금거래를 유발할 수 있는 이름"
,제5조 작명 정책,"(2) 회원은 자유롭게 캐릭터명, 닉네임, 길드명 등을 사용하실 수 있습니다. 단, 다음과 같은 명칭 사용이 적발되는 경우, 사전 경고 없이 제한 및 임의 변경이 될 수 있고, 회사에서 필요한 조치를 취할 수 있습니다.운영자, 도우미, GM명 등 운영자로 인식되거나 오해의 소지가 있는 이름"
,제5조 작명 정책,"(2) 회원은 자유롭게 캐릭터명, 닉네임, 길드명 등을 사용하실 수 있습니다. 단, 다음과 같은 명칭 사용이 적발되는 경우, 사전 경고 없이 제한 및 임의 변경이 될 수 있고, 회사에서 필요한 조치를 취할 수 있습니다.제 삼자의 상표 저작권에 위배될 가능성이 있는 이름"
,제6조 복구 정책,"(1) 회사는 회사의 귀책사유(기술적인 오류 등)로 계정 및 아이템 등 게임데이터가 소실되거나, 정보가 변경된 경우 데이터를 통한 자료 및 정보가 확인되는 범위에서 복구가 가능합니다."
,제6조 복구 정책,(2) 회원은 문제가 발생한 날로부터 7일 이내 1:1문의 등으로 복구요청을 접수하셔야 복구가 가능합니다.
,제6조 복구 정책,(3) 다음에 해당하는 경우에는 복구 지원을 받으실 수 없습니다.
,제6조 복구 정책,(3) 다음에 해당하는 경우에는 복구 지원을 받으실 수 없습니다.문제가 발생한 날로부터 7일이 경과한 경우.
,제6조 복구 정책,"(3) 다음에 해당하는 경우에는 복구 지원을 받으실 수 없습니다.회사는 회사의 귀책사유(기술적인 오류 등)로 계정 및 아이템 등 게임데이터가 소실되거나, 정보가 변경된 경우 데이터를 통한 자료 및 정보가 확인되는 범위에서 복구가 가능합니다."
,제6조 복구 정책,(3) 다음에 해당하는 경우에는 복구 지원을 받으실 수 없습니다.문제가 발생한 본인의 계정이 아닌 대리인의 계정으로 접수한 경우.
,제6조 복구 정책,"(3) 다음에 해당하는 경우에는 복구 지원을 받으실 수 없습니다.회원 스스로 과실에 의한 경우 또는 운영 정책에 명시된 내용, 공지사항에 공지한 내용 등을 숙지하지 못하여 발생한 경우."
,제6조 복구 정책,"(3) 다음에 해당하는 경우에는 복구 지원을 받으실 수 없습니다.회원의 정상적 게임 서비스, 콘텐츠 이용에 따라 발생한 손해 내역"
,제6조 복구 정책,(3) 다음에 해당하는 경우에는 복구 지원을 받으실 수 없습니다.개인간 사기로 인해 발생된 피해의 경우는 도움을 드릴 수 없습니다. 다만 추가 피해 예방을 위해 가해 계정은 조사를 진행하여 제재 기준에 의거 서비스 이용 제한과 추가 조치를 취할 수 있습니다.
,제6조 복구 정책,(3) 다음에 해당하는 경우에는 복구 지원을 받으실 수 없습니다.게임 내에 존재하지 않거나 데이터를 통하여 객관적인 기록 확인이 불가능할 경우
,제6조 복구 정책,(3) 다음에 해당하는 경우에는 복구 지원을 받으실 수 없습니다.정상적인 절차와 과정을 통해 계정을 탈퇴한 경우
,제6조 복구 정책,"(3) 다음에 해당하는 경우에는 복구 지원을 받으실 수 없습니다.계정을 연동하지 않고 게스트 계정을 사용하다 기기 분실, 기기 초기화, 캐시 및 데이터 삭제등을 통해 계정 정보를 유실한 경우"
,제6조 복구 정책,"(3) 다음에 해당하는 경우에는 복구 지원을 받으실 수 없습니다.기타 회사의 모바일서비스 이용약관에 명시된 ""회사의 면책""에 해당하는 사유."
,제6조 복구 정책,"(4) 회사는 원활한 게임 서비스 제공을 위해 운영상 또는 기술상, 밸런스의 필요에 따라 서비스를 변경 (캐릭터 및 아이템, 콘텐츠 정보 수정, 변경, 삭제 포함)할 수 있으며, 변경 전에 해당 내용을 게임 서비스 내에 공지 합니다. 다만, 버그와 오류 등의 수정이나 긴급 업데이트 등 부득이하게 변경할 필요가 있는 경우, 중대한 변경에 해당하지 않는 경우, 서버 기기 결함, 긴급 보안 문제 등 부득이한 사정이 있는 경우에는 사후에 공지할 수 있습니다. 이런 사항에 해당 하는 경우는 별도의 복구는 진행 되지 않습니다."
,제7조 게임 내 고객 간의 분쟁,(1) 회사는 게임 이용 중에 발생하는 회원간의 분쟁에 대하여 개입하거나 조치하지 않습니다.
,제7조 게임 내 고객 간의 분쟁,"(2) 사적인 분쟁이라도 불특정 다수의 회원에게 피해를 입힐 경우, 제재를 취할 수 있습니다."
,제7조 게임 내 고객 간의 분쟁,(3) 회원 간의 분쟁이 게임 질서를 어지럽히거나 실정법에 저촉되는 행동 등이라고 회사가 판단하는 경우 본 운영정책 또는 일반적인 질서와 규범에 따라 신속하게 대응하고 선량한 회원을 보호하기 위하여 적절하게 조치할 수 있습니다.
,제8조 커뮤니티 운영 정책,(1) 회사는 커뮤니티와 관련하여 회사가 별도로 규정한 「커뮤니티 운영정책」의 내용을 따릅니다.
,제8조 커뮤니티 운영 정책,(2) 회사는 「커뮤니티 운영정책」의 내용을 각 게임 커뮤니티에 고지합니다.
,제9조 상담사의 인권보호 및 업무방해에 대한 정책,(1) 회사는 서비스 문의 상담을 진행하는 과정에서 상담사의 인권보호 및 원활한 서비스 업무 진행을 위해 아래와 같이 경고를 진행하고 게임 이용제한 조치를 진행할 수 있으며 상담 중단 및 상담 제한을 할 수 있습니다.
,제9조 상담사의 인권보호 및 업무방해에 대한 정책,(2) 회사는 상담사의 인원 침해나 업무 방해의 경중에 따라 사전 경고 없이 상담을 중단하거나 게임 이용 제한 및 가중된 제재를 진행할 수 있습니다.
