장,조,내용,LABEL 1,LABEL 1 근거,LABEL 2,LABEL 2 근거
,"제 3조 ""회원""의 권리와 의무",① “회원”의 권리2. “회원”은 “게임” 이용 과정에서 발생하는 문제점에 대하여 “회사”의 고객센터를 통해 문제점에 대한 해결 방법을 문의하고 안내 받을 수 있습니다.,0,,,
,"제 3조 ""회원""의 권리와 의무",② “회원”의 의무,0,,,
,"제 3조 ""회원""의 권리와 의무",② “회원”의 의무1. “회원”은 “게임” 이용 과정에서 “약관” 및 “운영정책”을 숙지하고 준수하여야 합니다.,0,,,
,"제 3조 ""회원""의 권리와 의무","② “회원”의 의무2. “회원”은 “약관” 및 “운영정책”에서 금지하고 있거나, 타 “회원”에게 피해를 주거나, “게임” 내 질서에 부정적인 영향을 미칠 수 있는 행위를 하여서는 안됩니다.",0,,,
,"제 3조 ""회원""의 권리와 의무","② “회원”의 의무3. “회원”은 본인의 모바일 기기를 관리할 책임을 지며, 제 3자의 양도, 대여 등을 통해 발생한 모든 손실 및 피해에 대한 책임은 “회원” 본인에게 있습니다.",0,,,
,제 4조 “회사”의 권리와 의무,① “회사”의 권리,0,,,
,제 4조 “회사”의 권리와 의무,"① “회사”의 권리1. “회사”는 “게임” 내/외적으로 비정상적인 현상이 발생할 경우 “게임”의 일부 혹은 전부를 일시적으로 중단하거나, 접근을 제한할 수 있습니다.",0,,,
,제 4조 “회사”의 권리와 의무,① “회사”의 권리2. “회사”는 “약관” 및 “운영정책”을 위반한 “회원”에 대해 “약관” 및 “운영정책”에 따른 제재를 적용할 수 있습니다.,0,,,
,제 4조 “회사”의 권리와 의무,② “회사”의 의무,0,,,
,제 4조 “회사”의 권리와 의무,② “회사”의 의무1. “회사”는 “회원”이 안정적으로 “게임”을 이용할 수 있는 환경을 제공할 의무를 부담합니다.,0,,,
,제 4조 “회사”의 권리와 의무,"② “회사”의 의무2. “회사”는 “약관”, “운영정책” 및 넷마블 개인정보 처리방침을 준수합니다.",0,,,
,제 4조 “회사”의 권리와 의무,"② “회사”의 의무3. “회사”는 “회원”으로부터 “게임” 내 발생할 수 있는 모든 형태의 버그를 제보 받으며, 이를 확인하고 수정할 의무를 가집니다.",0,,,
,제 4조 “회사”의 권리와 의무,"② “회사”의 의무4. “회사”는 건전한 게임문화 정착, 유해정보로부터의 청소년 회원의 보호, 명예훼손 등 특정 “회원”의 권리 침해 방지를 위해 적절한 조치를 위할 의무를 부담합니다.",0,,,
,제 4조 “회사”의 권리와 의무,"② “회사”의 의무5. “회사”는 보유중인 “회원”의 개인정보(신상정보, 비밀번호 등)를 보호할 의무를 부담합니다. “회사”는 보유중인 “회원”의 개인정보를 수집 목적을 넘어서 사용하거나 무단으로 수정 혹은 공개하지 않습니다. 단, 사법기관의 정식 협조 요청이 있는 등 법률상 공개 의무가 있을 시에는 해당 의무 범위 안에서 “회원”의 개인정보를 제공할 수 있습니다.",0,,,
,제 4조 “회사”의 권리와 의무,"② “회사”의 의무6. “회사”는 “회원”의 문의 및 요청사항에 최대한 친절하고 신속하게 응대합니다. 단, 공개적으로 알려진 “게임” 내 정보 외 추후 업데이트 대한 사항, “게임” 특성상 공개가 불가능한 내용에 대해서는 제한적인 답변을 드리거나, 답변을 드리지 않을 수 있습니다. “게임” 이용 내역은 현행 법률상 제공 의무가 있거나 “회사”가 특별한 사정이 있는 것으로 인정하는 경우 외에는 제공하지 않습니다.",0,,,
,제 4조 “회사”의 권리와 의무,"② “회사”의 의무7. “회사”는 중립적인 위치에서 주어진 역할을 수행하며, “회원” 간의 분쟁에 개입하지 않습니다. 다만, “회원”간의 분쟁이 본 “운영정책”을 위반하거나 “회원”간의 분쟁으로 인하여 정상적인 운영이 어렵다고 판단되는 경우에는 중립적인 입장에서 사안에 대해 검토한 후, 필요한 조치를 행할 수 있습니다.",0,,,
,제 5조 이용제한행위 및 제재 기준,① “약관” 제20조의 이용제한행위 및 이에 대한 제재의 세부적인 기준은 다음과 같습니다.,0,,,
,제 5조 이용제한행위 및 제재 기준,① “약관” 제20조의 이용제한행위 및 이에 대한 제재의 세부적인 기준은 다음과 같습니다.1. 제재의 종류,0,,,
,제 5조 이용제한행위 및 제재 기준,"① “약관” 제20조의 이용제한행위 및 이에 대한 제재의 세부적인 기준은 다음과 같습니다.1. 제재의 종류1) 강제 명칭 변경: “캐릭터”, “패밀리”명칭이나 “게임” 내 관련 커뮤니티 및 홈페이지 등에서 “회원”이 설정하는 명칭이 제3호에 따른 관리기준에 부합하지 않을 경우 임의의 명칭으로 강제적으로 변경될 수 있습니다.",0,,,
,제 5조 이용제한행위 및 제재 기준,"① “약관” 제20조의 이용제한행위 및 이에 대한 제재의 세부적인 기준은 다음과 같습니다.1. 제재의 종류2) 채팅 제한(게시글, 인사말 등 포함): 게임 내 채팅을 비롯하여 이용자가 글로 직접 작성할 수 있는 모든 영역에 대해 명시된 기간 동안 기능 사용 금지 또는 삭제, 강제 변경할 수 있습니다.",0,,,
,제 5조 이용제한행위 및 제재 기준,"① “약관” 제20조의 이용제한행위 및 이에 대한 제재의 세부적인 기준은 다음과 같습니다.1. 제재의 종류3) 게임정보 초기화: 이용제한행위를 통해 직접적 혹은 간접적으로 취득한 “게임” 내 재화, 아이템, 이벤트, 미션, CP, 랭킹, 패밀리 수치 등과 같은 게임정보(이하 “부정한 이득”)의 전체 또는 일부가 삭제(조정)될 수 있습니다.",0,,,
,제 5조 이용제한행위 및 제재 기준,"① “약관” 제20조의 이용제한행위 및 이에 대한 제재의 세부적인 기준은 다음과 같습니다.1. 제재의 종류(1) “부정한 이득”에 속하지 않는 게임 정보가 “부정한 이득”과 결합하여 “회사”의 합리적인 노력에도 불구하고 구별할 수 없는 경우, 결합된 게임정보 전체 또는 일부가 삭제(조정)될 수 있습니다.",0,,,
,제 5조 이용제한행위 및 제재 기준,① “약관” 제20조의 이용제한행위 및 이에 대한 제재의 세부적인 기준은 다음과 같습니다.1. 제재의 종류(2) “부정한 이득”의 산정이 어려운 경우 “회사”는 형평을 고려하여 합리적인 기준을 수립하여 게임정보 전체 또는 일부를 삭제(조정)할 수 있습니다.,0,,,
,제 5조 이용제한행위 및 제재 기준,① “약관” 제20조의 이용제한행위 및 이에 대한 제재의 세부적인 기준은 다음과 같습니다.1. 제재의 종류4) 정지: 영구적 혹은 지정된 기간 동안 “계정” 혹은 “캐릭터”의 “게임” 이용이 불가합니다.,0,,,
,제 5조 이용제한행위 및 제재 기준,① “약관” 제20조의 이용제한행위 및 이에 대한 제재의 세부적인 기준은 다음과 같습니다.2. 명칭에 대한 제한 기준,0,,,
,제 5조 이용제한행위 및 제재 기준,① “약관” 제20조의 이용제한행위 및 이에 대한 제재의 세부적인 기준은 다음과 같습니다.2. 명칭에 대한 제한 기준1) 타인에게 불쾌감을 주는 명칭,0,,,
,제 5조 이용제한행위 및 제재 기준,"① “약관” 제20조의 이용제한행위 및 이에 대한 제재의 세부적인 기준은 다음과 같습니다.2. 명칭에 대한 제한 기준2) 욕설 및 비속어, 광고, 선정적이거나 음란한 내용이 포함된 명칭",0,,,
,제 5조 이용제한행위 및 제재 기준,① “약관” 제20조의 이용제한행위 및 이에 대한 제재의 세부적인 기준은 다음과 같습니다.2. 명칭에 대한 제한 기준3) 인종 및 성차별적인 명칭,0,,,
,제 5조 이용제한행위 및 제재 기준,"① “약관” 제20조의 이용제한행위 및 이에 대한 제재의 세부적인 기준은 다음과 같습니다.2. 명칭에 대한 제한 기준4) 특정인이나 지역, 집단, 종교에 대한 비하의 내용을 담은 명칭",0,,,
,제 5조 이용제한행위 및 제재 기준,"① “약관” 제20조의 이용제한행위 및 이에 대한 제재의 세부적인 기준은 다음과 같습니다.2. 명칭에 대한 제한 기준5) “회사”, “게임” 및 원작과 관련된 자 또는 이를 사칭할 의도가 있다고 판단되는 명칭",0,,,
,제 5조 이용제한행위 및 제재 기준,"① “약관” 제20조의 이용제한행위 및 이에 대한 제재의 세부적인 기준은 다음과 같습니다.2. 명칭에 대한 제한 기준6) “운영자”, “도우미”, “GM”, “CM” 등 “게임”을 운영하는 자로 인식되거나 오인될 수 있는 명칭",0,,,
,제 5조 이용제한행위 및 제재 기준,"① “약관” 제20조의 이용제한행위 및 이에 대한 제재의 세부적인 기준은 다음과 같습니다.2. 명칭에 대한 제한 기준7) “아이템”, “계정”의 현금거래를 유인하거나 현금거래의 의도를 가지고 생성한 것으로 판단되는 명칭",0,,,
,제 5조 이용제한행위 및 제재 기준,"① “약관” 제20조의 이용제한행위 및 이에 대한 제재의 세부적인 기준은 다음과 같습니다.2. 명칭에 대한 제한 기준8) 반사회적이거나 반사회적인 인물, 집단을 미화할 의도를 가지고 생성한 것으로 판단되는 명칭",0,,,
,제 5조 이용제한행위 및 제재 기준,"① “약관” 제20조의 이용제한행위 및 이에 대한 제재의 세부적인 기준은 다음과 같습니다.2. 명칭에 대한 제한 기준9) 제 3자의 상표, 서비스 표, 저작권을 침해할 가능성이 있다고 판단되는 명칭",0,,,
,제 5조 이용제한행위 및 제재 기준,① “약관” 제20조의 이용제한행위 및 이에 대한 제재의 세부적인 기준은 다음과 같습니다.2. 명칭에 대한 제한 기준10) 특정 상품이나 사이트의 광고(비영리 사이트 포함) 목적이 있다고 판단되는 명칭,0,,,
,제 5조 이용제한행위 및 제재 기준,① “약관” 제20조의 이용제한행위 및 이에 대한 제재의 세부적인 기준은 다음과 같습니다.2. 명칭에 대한 제한 기준11) 그 외 “회사”의 판단에 본 “운영정책”과 어긋난다고 판단되는 명칭,0,,,
,제 5조 이용제한행위 및 제재 기준,"② 제1항의 세부 기준에도 불구하고, “회사”는 “회원”의 이용제한 행위의 위반 정도에 따라 제재를 감경하거나 가중할 수 있습니다.",0,,,
,제 5조 이용제한행위 및 제재 기준,"② 제1항의 세부 기준에도 불구하고, “회사”는 “회원”의 이용제한 행위의 위반 정도에 따라 제재를 감경하거나 가중할 수 있습니다.1. 하나의 행위가 여러 유형의 이용제한 행위에 해당할 경우, 두 가지 이상의 제재를 동시에 적용할 수 있습니다.",0,,,
,제 5조 이용제한행위 및 제재 기준,"② 제1항의 세부 기준에도 불구하고, “회사”는 “회원”의 이용제한 행위의 위반 정도에 따라 제재를 감경하거나 가중할 수 있습니다.2. 이용제한 행위의 위반 정도가 경미할 경우, “회사”는 단순 경고 조치로 제재를 갈음할 수 있습니다. 단, 경고를 2회 이상 받을 경우(동일한 유형의 이용제한 행위가 아닌 경우도 포함) 경고 조치되었던 이용제한 행위의 2차 제재에 준하는 제재를 받을 수 있습니다.",0,,,
,제 5조 이용제한행위 및 제재 기준,"② 제1항의 세부 기준에도 불구하고, “회사”는 “회원”의 이용제한 행위의 위반 정도에 따라 제재를 감경하거나 가중할 수 있습니다.3. 이용제한 행위의 위반 정도가 중대할 경우(위반 행위를 여러 번 반복한 경우, 위반 행위로 인한 “게임” 환경 혹은 다른 “회원”에 대한 부정적 영향이 심대한 경우 등), “회사”는 최대 차수의 제재까지 가중하여 조치할 수 있습니다.",0,,,
,제 5조 이용제한행위 및 제재 기준,"② 제1항의 세부 기준에도 불구하고, “회사”는 “회원”의 이용제한 행위의 위반 정도에 따라 제재를 감경하거나 가중할 수 있습니다.3. 이용제한 행위의 위반 정도가 중대할 경우(위반 행위를 여러 번 반복한 경우, 위반 행위로 인한 “게임” 환경 혹은 다른 “회원”에 대한 부정적 영향이 심대한 경우 등), “회사”는 최대 차수의 제재까지 가중하여 조치할 수 있습니다.예) 버그를 악용한 결과 “게임” 내 밸런스에 중대한 지장을 초래한 경우, 해당 “회원”이 이전에 버그를 악용하거나 “약관” 혹은 본 “운영정책”을 위반한 적이 없더라도 365일 이용정지 가능",0,,,
,제 5조 이용제한행위 및 제재 기준,③ 제1항의 세부 기준에 따른 제재와는 별도로 이용제한 행위의 사실관계 조사 및 조치에 필요한 기간 동안 “계정” 혹은 “캐릭터”의 이용이 제한될 수 있습니다.,0,,,
,제 5조 이용제한행위 및 제재 기준,"④ 제1항의 세부기준에 따라 제재가 적용되는 경우 이벤트에 참여할 수 있는 권한이 박탈되어, 이벤트 당첨 대상에서 제외될 수 있습니다.",0,,,
,제 5조 이용제한행위 및 제재 기준,⑤ 제1항의 세부 기준에 규정되어있지 않더라도 “게임”에 부정적인 영향을 주거나 다른 “회원”에게 피해를 주는 행위에 대해서 제재가 가해질 수 있습니다.,0,,,
,제 5조 이용제한행위 및 제재 기준,⑥ “회원”의 행위가 현행법령에 위반되는 경우 본 “운영정책”에 따른 제재 외에 추가적으로 수사 의뢰 등을 통해 민/형사상의 처벌을 받을 수 있습니다.,0,,,
,제 5조 이용제한행위 및 제재 기준,⑦ 이용제한 조치를 받으신 경우 아래와 같은 절차에 따라 이의 신청을 하실 수 있습니다.,0,,,
,제 5조 이용제한행위 및 제재 기준,⑦ 이용제한 조치를 받으신 경우 아래와 같은 절차에 따라 이의 신청을 하실 수 있습니다.1. “게임” 내 [고객센터]의 1:1 문의를 통해서 이의 신청을 하실 수 있습니다.,0,,,
,제 5조 이용제한행위 및 제재 기준,⑦ 이용제한 조치를 받으신 경우 아래와 같은 절차에 따라 이의 신청을 하실 수 있습니다.2. 이의 신청은 이용제한 적용일로부터 15일 이내에만 접수할 수 있습니다.,0,,,
,제 6조 게임정보 등의 복구,"① 회사의 고의 또는 과실로 인해 발생한 계정정보 내지 게임정보(캐릭터, 재화, 아이템, 레벨, 업적 등, 이하 ‘게임정보 등’)의 손실 등에 대해서는 약관에 의거하여 복구가 가능합니다.",0,,,
,제 6조 게임정보 등의 복구,② 회원의 고의 또는 과실로 인해 게임정보 등이 소실되거나 변경된 경우에는 복구가 불가합니다.,0,,,
,제 6조 게임정보 등의 복구,"③ 전항의 규정에도 불구하고, 회사는 아래의 기준을 충족하는지 검토한 후 소실 또는 변경된 게임정보 등을 가능한 범위 내에서 제한적으로 복구해드릴 수 있습니다.",0,,,
,제 6조 게임정보 등의 복구,"③ 전항의 규정에도 불구하고, 회사는 아래의 기준을 충족하는지 검토한 후 소실 또는 변경된 게임정보 등을 가능한 범위 내에서 제한적으로 복구해드릴 수 있습니다.1. 해당 게임정보 등의 복구로 인해 게임 밸런스 상의 불균형이 초래되거나 형평성에 어긋나는 등, 다른 이용자들에게 피해가 발생할 가능성이 없는 경우",0,,,
,제 6조 게임정보 등의 복구,"③ 전항의 규정에도 불구하고, 회사는 아래의 기준을 충족하는지 검토한 후 소실 또는 변경된 게임정보 등을 가능한 범위 내에서 제한적으로 복구해드릴 수 있습니다.2. 이득을 취할 목적으로 게임정보 등의 복구를 고의적으로 악용하지 않는 경우",0,,,
,제 6조 게임정보 등의 복구,"③ 전항의 규정에도 불구하고, 회사는 아래의 기준을 충족하는지 검토한 후 소실 또는 변경된 게임정보 등을 가능한 범위 내에서 제한적으로 복구해드릴 수 있습니다.3. 게임정보 등의 복구가 기술적, 물리적으로 어렵거나 회사의 시스템에 부담을 주지 않는 경우",0,,,
,제 6조 게임정보 등의 복구,"④ 복구 신청은 다음 각 호의 절차를 준수하여야 하며, 절차를 위반한 경우 복구가 정상적으로 진행되지 않을 수 있습니다.",0,,,
,제 6조 게임정보 등의 복구,"④ 복구 신청은 다음 각 호의 절차를 준수하여야 하며, 절차를 위반한 경우 복구가 정상적으로 진행되지 않을 수 있습니다.1. 회원은 문제가 발생한 날로부터 7일 이내에 고객센터, 1:1 문의 등을 통해 회사에 복구를 신청해야 합니다.",0,,,
,제 6조 게임정보 등의 복구,"④ 복구 신청은 다음 각 호의 절차를 준수하여야 하며, 절차를 위반한 경우 복구가 정상적으로 진행되지 않을 수 있습니다.2. 전항의 신청은 문제가 발생한 계정의 소유주인 본인이 직접 접수해야 하며, 제3자(타인) 또는 대리인 접수한 경우 복구가 불가합니다.",0,,,
,제 6조 게임정보 등의 복구,"④ 복구 신청은 다음 각 호의 절차를 준수하여야 하며, 절차를 위반한 경우 복구가 정상적으로 진행되지 않을 수 있습니다.3. 회원은 복구 신청 접수 후 신청한 내용을 수정 또는 취소할 수 없으므로, 복구 신청 시 피해 발생 시기, 피해 목록 등 피해 사실에 관하여 최대한 정확한 정보를 제공해야 합니다.",0,,,
,제 6조 게임정보 등의 복구,"④ 복구 신청은 다음 각 호의 절차를 준수하여야 하며, 절차를 위반한 경우 복구가 정상적으로 진행되지 않을 수 있습니다.4. 회원이 복구 신청 후부터 복구가 완료되기 전까지 게임을 플레이하여 획득한 게임정보 등은 복구 완료 시 소멸 또는 변동될 수 있으며 이에 대한 복구 처리는 불가능 합니다. 따라서 위 기간 동안 복구 대상 콘텐츠와 관련된 게임 이용은 중단하는 것을 권장합니다.",0,,,
,"제 7조 ""패밀리""관리 기준",① 패밀리 관리 기준,0,,,
,"제 7조 ""패밀리""관리 기준",① 패밀리 관리 기준1. 패밀리 마스터 양도의 경우 패밀리 마스터가 직접 양도를 진행해야 합니다. 다만 패밀리 마스터가 7일 이상 로그인 기록이 없을 경우 15일 이후에 자동 위임됩니다. 자동 위임 규칙은 다음과 같습니다.,0,,,
,"제 7조 ""패밀리""관리 기준",① 패밀리 관리 기준1. 패밀리 마스터 양도의 경우 패밀리 마스터가 직접 양도를 진행해야 합니다. 다만 패밀리 마스터가 7일 이상 로그인 기록이 없을 경우 15일 이후에 자동 위임됩니다. 자동 위임 규칙은 다음과 같습니다.1) 높은 등급 순(부마스터 > 우수 패밀리원 > 일반 패밀리원),0,,,
,"제 7조 ""패밀리""관리 기준",① 패밀리 관리 기준1. 패밀리 마스터 양도의 경우 패밀리 마스터가 직접 양도를 진행해야 합니다. 다만 패밀리 마스터가 7일 이상 로그인 기록이 없을 경우 15일 이후에 자동 위임됩니다. 자동 위임 규칙은 다음과 같습니다.2) 동일 등급 패밀리원이 여러명일 경우 패밀리 가입 날짜 순,0,,,
,"제 7조 ""패밀리""관리 기준","① 패밀리 관리 기준2. 시스템 결함이나 패밀리 운영에 심각한 문제가 발생하였을 시, “회사”에 의해 패밀리 마스터가 임의로 위임될 수 있습니다.",0,,,
,제 8조 커뮤니티 운영 기준,"① ""커뮤니티""라 함은 게임서비스와 관련된 각종 의견 개진과 정보의 공유 등을 위해 회사가 제공하는 온라인 공간을 의미하며, 공식 홈페이지, 공식 카페, SNS 등 게임서비스와 관련하여 ""회사""가 제공하는 외부 ""커뮤니티""를 포함합니다.",0,,,
,제 8조 커뮤니티 운영 기준,"② “회사”는 “커뮤니티” 내의 “회원” 간 분쟁에 개입하지 않는 것을 원칙으로 합니다. 단, “회원” 간 분쟁에 “약관” 및 “운영정책”을 위반하는 행위나 정상적인 커뮤니티 서비스 운영을 방해하는 행위가 연관된 경우 중립적인 입장에서 사안에 대해 검토한 후 필요한 조치를 취할 수 있습니다.",0,,,
,제 8조 커뮤니티 운영 기준,"③ “회사”는 “커뮤니티” 내 불건전하고 매너에 어긋나는 유형의 글(회원이 커뮤니티상에 게시한 문자, 그림, 음성 또는 이들의 조합으로 이루어진 정보 등의 글, 사진, 동영상) 또는 댓글을 사전 안내 없이 삭제하거나 이동, 등록 거부할 수 있습니다.",0,,1,배달앱 사업자 - 회원이 작성한 게시물을 사전통보 없이 영구적인 삭제가 가능하도록 하는 불공정조항
,제 8조 커뮤니티 운영 기준,"④ “회사”는 “약관” 및 “운영정책”에서 사안을 구체화한 공식 커뮤니티정책을 지정하여 운영할 수 있으며, 해당 정책에서 규정하는 바에 따라 “커뮤니티” 이용 또는 “게임” 이용에 대한 제재를 적용할 수 있습니다.",0,,,
,제 9조 신고 절차 및 방법,"① “약관” 및 본 “운영정책” 위반에 대한 신고 시, 진행 절차는 아래와 같습니다.",0,,,
,제 9조 신고 절차 및 방법,"① “약관” 및 본 “운영정책” 위반에 대한 신고 시, 진행 절차는 아래와 같습니다.위반행위 신고 접수 → 신고사항 조사 → 사전고지 → 제재",0,,,
,제 9조 신고 절차 및 방법,"② 신고 후 조사에는 다소 시일이 소요될 수 있으며, 경우에 따라서는 재조사가 진행될 수 있습니다.",0,,,
,제 9조 신고 절차 및 방법,③ “약관” 및 본 “운영정책” 위반에 대한 신고 접수처는 아래와 같습니다.,0,,,
,제 9조 신고 절차 및 방법,③ “약관” 및 본 “운영정책” 위반에 대한 신고 접수처는 아래와 같습니다.1. “게임” 내 고객센터 1:1 문의,0,,,
,제 9조 신고 절차 및 방법,③ “약관” 및 본 “운영정책” 위반에 대한 신고 접수처는 아래와 같습니다.2. 전화상담,0,,,
,제 9조 신고 절차 및 방법,"③ “약관” 및 본 “운영정책” 위반에 대한 신고 접수처는 아래와 같습니다.2. 전화상담- 운영 시간: 평일 10:00~12:30 / 13:30~19:00 (주말, 공휴일 휴무)",0,,,
,제 9조 신고 절차 및 방법,③ “약관” 및 본 “운영정책” 위반에 대한 신고 접수처는 아래와 같습니다.2. 전화상담- 전화번호: 1588-3995,0,,,
,제 9조 신고 절차 및 방법,③ “약관” 및 본 “운영정책” 위반에 대한 신고 접수처는 아래와 같습니다.3. 방문상담,0,,,
,제 9조 신고 절차 및 방법,③ “약관” 및 본 “운영정책” 위반에 대한 신고 접수처는 아래와 같습니다.3. 방문상담- 운영시간: 10:00~19:00 (월~금 / 공휴일 휴무),0,,,
,제 9조 신고 절차 및 방법,③ “약관” 및 본 “운영정책” 위반에 대한 신고 접수처는 아래와 같습니다.3. 방문상담- 지번 주소: 서울특별시 구로구 구로5동 108-4 아스타빌 1층 “넷마블 방문상담센터”,0,,,
,제 9조 신고 절차 및 방법,③ “약관” 및 본 “운영정책” 위반에 대한 신고 접수처는 아래와 같습니다.3. 방문상담- 도로명 주소: 서울특별시 구로구 가마산로27길 66 아스타빌 1층 “넷마블 방문상담센터”,0,,,
,제 9조 신고 절차 및 방법,"③ “약관” 및 본 “운영정책” 위반에 대한 신고 접수처는 아래와 같습니다.4. 전화 및 방문 상담 시 폭언, 욕설 등으로 정상적인 상담 진행이 어려울 경우, 상담사 인권 보호를 위해 상담이 제한될 수 있습니다.",0,,,
