장,조,내용,LABEL 1,LABEL 1 근거,LABEL 2,LABEL 2 근거
제 1 장 총칙,제4조 (테라의 충전),"③ 19 세 미만의 미성년자가 테라를 충전할 때에는 법정대리인의 동의를 받아야 합니다. 단, 결제수단 운영 회사나 정부의 방침 등에 따라 각 결제수단별로 결제 한도를 부여할 수 있으며, 또한 ""회사""는 특정 결제 수단의 결제 한도를 부여 할 수 있습니다.",0,,,
제 1 장 총칙,제4조 (테라의 충전),"④ 제3항의 미성년자 결제에 대한 동의를 위해 법정대리인은 회사의 안내에 따라 휴대폰인증으로 동의할 수 있으며, 법정대리인의 동의가 완료된 이후 회사는 법정대리인에게 이메일을 통해 결제 동의사실 및 그 내역에 대해 고지합니다. 미성년자인 회원이 그 법정대리인의 동의를 받지 않고 요금결제 등 의무부담행위를 한 경우, 미성년자인 회원 또는 그 미성년자의 법정대리인은 관련법령에 따라 해당 계약을 취소할 수 있습니다. 단, 미성년자의 사술로 인한 경우 및 법정대리인이 처분은 허락한 재산의 경우는 제외됩니다.",0,,,
제 1 장 총칙,제4조 (테라의 충전),"⑤ 제4항의 동의서 유효기간에 대해 미성년자의 법정대리인은 회사의 안내에 따라 ""1개월/6개월/1년/3년/5년"" 의 유효기간 중 선택 할 수 있으며, 회사는 법정대리인이 선택한 동의유효기간 만료시점으로부터 30일 전/후에 각각 법정대리인에게 이메일을 통해 통지하여 동의연장여부를 확인하며, 이에 대해 법정대리인의 동의철회 요구 등이 없을 경우 동의유효기간은 동일한 조건으로 자동연장됩니다. 단. 법정대리인이 동의유효기간으로 1개월을 선택한 경우, 회사는 법정대리인에게 그 동의유효기간 만료시점 7일 전/후에 각각 고지합니다.",0,,,
제 1 장 총칙,제5조 (테라 결제에 대한 승인),"① 회사는 다음의 각 항에 해당하는 이용신청에 대해서는 승인을 하지 않거나, 추후 해당 승인을 취소할 수 있습니다.",0,,,
제 1 장 총칙,제5조 (테라 결제에 대한 승인),"① 회사는 다음의 각 항에 해당하는 이용신청에 대해서는 승인을 하지 않거나, 추후 해당 승인을 취소할 수 있습니다.1. 실명이 아닌 경우",0,,,
제 1 장 총칙,제5조 (테라 결제에 대한 승인),"① 회사는 다음의 각 항에 해당하는 이용신청에 대해서는 승인을 하지 않거나, 추후 해당 승인을 취소할 수 있습니다.2. 타인의 명의를 이용 또는 도용하여 신청하는 경우",0,,,
제 1 장 총칙,제5조 (테라 결제에 대한 승인),"① 회사는 다음의 각 항에 해당하는 이용신청에 대해서는 승인을 하지 않거나, 추후 해당 승인을 취소할 수 있습니다.3. 필수적 기재사항을 누락 또는 오기재했거나 필수적 절차가 미비한 경우",0,,,
제 1 장 총칙,제5조 (테라 결제에 대한 승인),"① 회사는 다음의 각 항에 해당하는 이용신청에 대해서는 승인을 하지 않거나, 추후 해당 승인을 취소할 수 있습니다.4. 이용 요금을 납부하지 않거나 납부자를 확인할 수 없는 경우.",0,,,
제 1 장 총칙,제5조 (테라 결제에 대한 승인),"① 회사는 다음의 각 항에 해당하는 이용신청에 대해서는 승인을 하지 않거나, 추후 해당 승인을 취소할 수 있습니다.5. 19 세 미만의 미성년자가 법정대리인의 동의 없이 신청한 경우.",0,,,
제 1 장 총칙,제5조 (테라 결제에 대한 승인),"① 회사는 다음의 각 항에 해당하는 이용신청에 대해서는 승인을 하지 않거나, 추후 해당 승인을 취소할 수 있습니다.6. 기타 이용신청자의 귀책사유로 승인이 불가능하다고 판단되는 경우.",0,,,
제 1 장 총칙,제5조 (테라 결제에 대한 승인),② 회사는 다음의 각 항에 해당하는 경우에는 이용신청에 대한 승인 제한 사유가 해소될 때까지 승인을 제한할 수 있습니다.,0,,,
제 1 장 총칙,제5조 (테라 결제에 대한 승인),② 회사는 다음의 각 항에 해당하는 경우에는 이용신청에 대한 승인 제한 사유가 해소될 때까지 승인을 제한할 수 있습니다.1. 서비스 설비가 부족하여 만족스러운 서비스를 제공할 수 없다고 판단될 경우.,0,,,
제 1 장 총칙,제5조 (테라 결제에 대한 승인),② 회사는 다음의 각 항에 해당하는 경우에는 이용신청에 대한 승인 제한 사유가 해소될 때까지 승인을 제한할 수 있습니다.2. 서비스 상의 장애가 발생한 경우.,0,,,
제 1 장 총칙,제6조 (테라의 사용),"① 테라는 ㈜네오플의 게임 및 유료 컨텐츠 이용료를 결제하는데 이용되며, 회원의 결제 및 이용 내역 등은 사이퍼즈 홈페이지 충전/사용내역에서 확인하실 수 있습니다.",0,,,
제 1 장 총칙,제6조 (테라의 사용),"② ㈜네오플에서 제공하는 게임서비스의 중대한 하자에 의해 컨텐츠가 손상, 훼손, 삭제되었거나 불량했을 경우 회사의 판단에 따라 테라의 재충전, 또는 해당 컨텐츠의 복원 등으로 보상 받을 수 있습니다.",0,,1,쿠팡 - 회사의 경과실로 인한 손해를 면책하는 것이 부당한 불공정조항
제 1 장 총칙,제6조 (테라의 사용),③ 테라 잔액에 대한 이자수익은 발생하지 않습니다.,0,,,
제 1 장 총칙,제6조 (테라의 사용),"④ 테라를 이용하여 구매한 콘텐츠에 대해 청약철회를 한 경우 회원은 해당 콘텐츠를 반환 또는 삭제하여야 하며, 회사는 유료 콘텐츠를 반환 받은 날로부터 3영업일 이내에 대급을 환급합니다. 이 경우 회사가 환급을 지연한 때에는 그 지연기간에 대하여 「전자상거래 등에서의 소비자보호에 관한 법률」에서 정한 이율을 곱하여 산정한 지연이자를 지급합니다.",0,,,
제 1 장 총칙,제7조 (테라의 소멸),상법 제64조 상사시효에 근거하여 테라 서비스의 최종 이용일로부터 이용내역 없이 60개월이 경과한 경우 잔여 테라는 자동으로 소멸됩니다.,0,,,
제 1 장 총칙,제8조 (테라의 취소 및 환불),"① 테라의 취소는 시스템상의 장애로 인해 결제한 내역이 충전으로 전환되지 않은 경우, 해당 결제 내역을 삭제하는 행위이며, 결제수단에 따라 취소가 되지 않을 수도 있습니다.",1,(3) 부당한 환불 제한 - 결제수단에 따른 취소 제약,1,(3) 부당한 환불 제한 - 결제수단에 따른 취소 제약
제 1 장 총칙,제8조 (테라의 취소 및 환불),"② 테라의 환불은 회원이 자신의 ID를 통해 충전한 테라의 잔여액에 대해 환불 신청을 하면 적법한 절차에 따라 환불 받으실 수 있습니다. 환불 시에는 테라 잔액에서 10%의 수수료를 공제한 금액을 환불해 드리며(단, 테라 잔액이 10,000원 미만인 경우, 1,000원의 환불 수수료를 공제합니다.) 테라 잔액이 1,000원 이하인 경우에는 환불이 불가능합니다. 단, 회사의 귀책사유가 있는 경우에는 환불수수료가 공제되지 않습니다.",0,,,
제 1 장 총칙,제8조 (테라의 취소 및 환불),③ 서비스 시스템적인 문제로 구매 / 사용중인 아이템이 피해를 입은 경우 테라로 재충전하거나 해당 아이템으로 보상합니다.,0,,,
제 1 장 총칙,제8조 (테라의 취소 및 환불),④ 무상으로 충전 받은 테라는 환불되지 않습니다.,0,,,
제 1 장 총칙,제8조 (테라의 취소 및 환불),"④ 무상으로 충전 받은 테라는 환불되지 않습니다.1. 사이퍼즈 홈페이지의 ""테라무료충전소"", ""테라상품권"", ""쿠폰입력"" 을 통한 무료 충전",0,,,
제 1 장 총칙,제8조 (테라의 취소 및 환불),"④ 무상으로 충전 받은 테라는 환불되지 않습니다.2. 그 밖에 이벤트, 설문 참여 등으로 인한 무료 충전 등",0,,,
제 1 장 총칙,제8조 (테라의 취소 및 환불),⑤ 회원은 고객센터를 통해 취소 및 환불요청 신청이 가능하며 회사는 환불 신청이 정당한 사유가 있음으로 판명된 회원에게 환불합니다. 회원은 테라의 청약철회가 불가능한 경우에도 제7조에 따라 소멸하지 않은 테라가 남아 있는 경우에 테라 잔여액에 대한 환불을 요청할 수 있습니다.,0,,,
제 1 장 총칙,제8조 (테라의 취소 및 환불),"⑥ 주민등록법 위반행위, 저작권법 위반행위, 컴퓨터프로그램보호법 위반행위, 게임산업진흥에관한법률 위반행위, 정보통신망법 위반행위 등 중대한 불법행위 또는 게임내 사기, 반복적 버그 악용, 운영자 사칭 등 게임운영에 심각한 악영향을 미치는 행위를 한 것으로 판단되는 이용자의 계정 및 아이디 이용을 제한하거나 해당 이용자와의 계약을 해지하는 경우, 회사는 이용료를 환불하지 않을 수 있습니다. 다만, 이용자가 중대한 불법행위 또는 게임운영에 심각한 악영향을 미치는 행위를 하지 않았다는 것을 소명하는 경우에는 그러하지 않습니다.",0,,,
제 1 장 총칙,제9조 (청약의 철회),① 회사와 테라 이용에 관한 계약을 체결한 회원은 테라 충전일로부터 7일 이내에는 청약 철회를 할 수 있습니다.,0,,,
제 1 장 총칙,제9조 (청약의 철회),② 회원은 다음 각 호의 어느 하나에 해당하는 경우에는 회사의 의사에 반하여 제1항에 따른 청약철회 등을 할 수 없습니다.,0,,,
제 1 장 총칙,제9조 (청약의 철회),② 회원은 다음 각 호의 어느 하나에 해당하는 경우에는 회사의 의사에 반하여 제1항에 따른 청약철회 등을 할 수 없습니다.1. 회원이 테라를 일부 사용한 경우,1,(2) 일부 사용된 캐시에 대한 부당한 청약철회 제한,1,(2) 일부 사용된 캐시에 대한 부당한 청약철회 제한
제 1 장 총칙,제9조 (청약의 철회),② 회원은 다음 각 호의 어느 하나에 해당하는 경우에는 회사의 의사에 반하여 제1항에 따른 청약철회 등을 할 수 없습니다.2. 그 밖에 거래의 안전을 위하여 법령으로 정하는 경우,0,,,
제 1 장 총칙,제9조 (청약의 철회),③ 회사는 제2항 제1호 규정에 따라 청약철회 등이 불가능한 경우에는 그 사실을 회원이 쉽게 알 수 있도록 안내하여 청약철회 등의 권리 행사가 방해 받지 아니하도록 조치하여야 합니다. 만약 회사가 이러한 조치를 하지 아니한 경우에는 제2항 제1호의 청약철회 제한사유에도 불구하고 회원은 청약철회를 할 수 있습니다.,0,,,
제 1 장 총칙,제9조 (청약의 철회),"④ 소비자는 제1항 및 제2항에도 불구하고 테라의 내용이 표시•광고의 내용과 다르거나 계약내용과 다르게 이행된 경우에는 그 테라를 공급받은 날부터 3개월 이내, 그 사실을 안 날 또는 알 수 있었던 날부터 30일 이내에 청약철회를 할 수 있습니다.",0,,,
제 1 장 총칙,제9조 (청약의 철회),⑤ 회원은 회사의 1:1 고객센터를 통해서 청약철회를 신청 할 수 있습니다.,0,,,
제 1 장 총칙,제10조 (청약 철회 등의 효과),① 회원이 청약철회를 한 경우 회사는 지체없이 회원의 테라를 회수 또는 삭제하고 테라를 회수 또는 삭제한 날로부터 3영업일 이내에 지급받은 대금을 환급합니다.,0,,,
제 1 장 총칙,제10조 (청약 철회 등의 효과),② 이 경우 회사가 회원에게 환급을 지연한 때에는 그 지연기간에 대하여 전자상거래 등에서의 소비자보호에 관한 법률 및 시행령에서 정하는 이율을 곱하여 산정한 지연이자를 지급합니다.,0,,,
제 1 장 총칙,제11조 (개인정보의 보호),① 회사는 테라 서비스와 관련한 회원의 정보를 본 이용계약상의 서비스 제공을 위한 목적으로만 사용하며 본인의 사전 동의 없이 제 3 자에게 누설 또는 배포할 수 없습니다. 그러나 다음 각 호에 해당하는 경우에는 그렇지 않습니다.,0,,,
제 1 장 총칙,제11조 (개인정보의 보호),① 회사는 테라 서비스와 관련한 회원의 정보를 본 이용계약상의 서비스 제공을 위한 목적으로만 사용하며 본인의 사전 동의 없이 제 3 자에게 누설 또는 배포할 수 없습니다. 그러나 다음 각 호에 해당하는 경우에는 그렇지 않습니다.1. 서비스 제공에 따른 요금 정산을 위하여 필요한 경우,0,,,
제 1 장 총칙,제11조 (개인정보의 보호),"① 회사는 테라 서비스와 관련한 회원의 정보를 본 이용계약상의 서비스 제공을 위한 목적으로만 사용하며 본인의 사전 동의 없이 제 3 자에게 누설 또는 배포할 수 없습니다. 그러나 다음 각 호에 해당하는 경우에는 그렇지 않습니다.2. 통계작성, 학술연구 또는 시장조사를 위하여 필요한 경우로서 특정 개인을 알아볼 수 없는 형태로 가공하여 제공하는 경우",0,,,
제 1 장 총칙,제11조 (개인정보의 보호),"① 회사는 테라 서비스와 관련한 회원의 정보를 본 이용계약상의 서비스 제공을 위한 목적으로만 사용하며 본인의 사전 동의 없이 제 3 자에게 누설 또는 배포할 수 없습니다. 그러나 다음 각 호에 해당하는 경우에는 그렇지 않습니다.3. 기타 관계법령에서 정한 절차에 따른 요청이 있거나, 관계법령에 특별한 규정이 있는 경우",0,,,
제 1 장 총칙,제11조 (개인정보의 보호),"② 회사는 휴대폰결제와 관련하여 고객의 이의제기가 있는 경우 또는 이에 준하는 사안으로 휴대폰 결제중재센터의 요청이 있는 경우, 문제해결을 위해 필요한 범위 내에서 서비스와 관련된 회원의 결제 여부 등을 휴대폰결제 중재센터에 확인하여 줄 수 있습니다.",0,,,
제 1 장 총칙,제11조 (개인정보의 보호),③ 기타 개인정보 보호와 관련된 사항은 회사의 '개인정보 처리방침' 에 따릅니다.,0,,,
제 1 장 총칙,제12조 (회사의 의무),"① 회사의 고의 또는 귀책사유로 과오금이 발생한 경우, 과오금을 전액 환불합니다. 이 경우 회원이 결제한 방법과 동일한 방법으로 환불하며, 동일한 방법으로 환불이 불가능할 경우 결제자의 신원 확인 후 전액 환불합니다. 단, 회원의 고의 또는 귀책사유로 과오금이 발생한 경우, 회사가 과오금을 환불하는데 소용되는 비용은 합리적인 범위 내에서 이용자가 부담하도록 합니다.",0,,,
제 1 장 총칙,제12조 (회사의 의무),② 회사는 제 12 조 상의 면책조항에 해당하지 않는 범위에서 서비스를 정상적으로 이행하여야 합니다.,0,,,
제 1 장 총칙,제13조 (서비스의 이용제한),① 다음의 각 항에 해당하는 행위를 하는 경우에 회사는 서비스의 이용을 제한하거나 정지 또는 게임 아이디 및 사이퍼즈 계정을 삭제 (회수) 할 수 있습니다.,0,,1,온라인 사업자 - 서비스 이용제한 시 사전통지 의무를 규정하지 않아 불공정조항 
제 1 장 총칙,제13조 (서비스의 이용제한),① 다음의 각 항에 해당하는 행위를 하는 경우에 회사는 서비스의 이용을 제한하거나 정지 또는 게임 아이디 및 사이퍼즈 계정을 삭제 (회수) 할 수 있습니다.1. 해킹 또는 기타 시스템에 무리를 주는 행위,0,,1,온라인 사업자 - 서비스 이용제한 시 사전통지 의무를 규정하지 않아 불공정조항 
제 1 장 총칙,제13조 (서비스의 이용제한),"① 다음의 각 항에 해당하는 행위를 하는 경우에 회사는 서비스의 이용을 제한하거나 정지 또는 게임 아이디 및 사이퍼즈 계정을 삭제 (회수) 할 수 있습니다.2. 테라 서비스에 대한 권리를 제 3 자에게 양도, 매매하는 행위",0,,1,온라인 사업자 - 서비스 이용제한 시 사전통지 의무를 규정하지 않아 불공정조항 
제 1 장 총칙,제13조 (서비스의 이용제한),"① 다음의 각 항에 해당하는 행위를 하는 경우에 회사는 서비스의 이용을 제한하거나 정지 또는 게임 아이디 및 사이퍼즈 계정을 삭제 (회수) 할 수 있습니다.3. 테라 결제에 있어 그 결제수단을 위, 변조, 도용하거나 부정취득 또는 사용하는 행위",0,,1,온라인 사업자 - 서비스 이용제한 시 사전통지 의무를 규정하지 않아 불공정조항 
제 1 장 총칙,제14조 (서비스 제공의 중지),① 회사는 다음 각 호에 해당하는 경우 서비스 제공을 중지할 수 있습니다.,0,,,
제 1 장 총칙,제14조 (서비스 제공의 중지),① 회사는 다음 각 호에 해당하는 경우 서비스 제공을 중지할 수 있습니다.1. 서비스용 설비의 보수 등 공사로 인한 부득이한 경우,0,,,
제 1 장 총칙,제14조 (서비스 제공의 중지),① 회사는 다음 각 호에 해당하는 경우 서비스 제공을 중지할 수 있습니다.2. 전기통신사업법에 규정된 기간통신사업자가 전기통신서비스를 중지했을 경우,0,,,
제 1 장 총칙,제14조 (서비스 제공의 중지),"① 회사는 다음 각 호에 해당하는 경우 서비스 제공을 중지할 수 있습니다.2. 전기통신사업법에 규정된 기간통신사업자가 전기통신서비스를 중지했을 경우3, 기타 불가항력적 사유가 있는 경우",0,,,
제 1 장 총칙,제14조 (서비스 제공의 중지),"② 회사는 국가비상사태, 정전, 서비스 설비의 장애 또는 서비스 이용의 폭주 등으로 정상적인 서비스 이용에 지장이 있는 때에는 서비스의 전부 또는 일부를 제한하거나 정지할 수 있습니다.",0,,,
제 1 장 총칙,제15조 (테라 및 적립포인트와 사이버 자산),① 회사의 서비스를 이용하면서 생성 또는 취득 되는 모든 컨텐츠는 게임 등의 서비스 이용을 위한 무형의 도구이며 화폐가 아닙니다. 이 무형의 도구에 대한 일체의 권리는 회사에 있습니다.,0,,,
제 1 장 총칙,제15조 (테라 및 적립포인트와 사이버 자산),② 회사는 개인간의 테라나 게임내의 컨텐츠에 대한 거래를 인정하지 않습니다.,0,,,
제 1 장 총칙,제15조 (테라 및 적립포인트와 사이버 자산),"③ 회사는 서비스 운영의 필요상 회원 컨텐츠 자산의 일부 또는 전부를 조정할 수 있습니다. 단, 이 경우에는 그 사유 및 내용을 회원에게 공개합니다.",0,,,
제 1 장 총칙,제16조 (면책조항),① 회사는 천재지변 또는 이에 준하는 불가항력으로 인하여 서비스를 제공할 수 없는 경우에는 서비스 제공에 관한 책임이 면제됩니다.,0,,,
제 1 장 총칙,제16조 (면책조항),② 회사는 회원의 귀책사유로 인한 서비스 이용의 장애에 대하여 책임을 지지 않습니다.,0,,,
제 1 장 총칙,제16조 (면책조항),③ 회사는 회원이 서비스를 이용하여 기대하는 수익을 상실한 것에 대하여 책임을 지지 않으며 그밖에 서비스를 통하여 얻은 자료로 인한 손해에 관하여 책임을 지지 않습니다.,0,,,
제 1 장 총칙,제16조 (면책조항),"④ 회사는 회원이 서비스에 게재한 정보, 자료, 사실의 신뢰도, 정확성 등 내용에 관하여는 책임을 지지 않습니다.",0,,1,온라인 사업자 - 정보의 부정확성에 있어 회사의 귀책사유 및 주의의무 위반여부를 떠나 일체의 책임을 고객에게 부담시키는 불공정조항
제 1 장 총칙,제16조 (면책조항),"⑤ 회사는 관련 법령, 정부 정책 등에 따라 서비스 또는 회원에 따라 서비스 이용시간을 제한할 수 있으며, 이러한 제한 사항 및 제한에 따라 발생하는 게임 이용 관련 제반 사항에 대해서는 책임을 부담하지 않습니다.",0,,,
제 1 장 총칙,제17조 (관할법원),"① 서비스 이용과 관련하여 회사와 회원간에 이견 또는 분쟁이 있는 경우, 양 당사자간의 합의에 의해 원만히 해결하여야 합니다.",0,,,
제 1 장 총칙,제17조 (관할법원),"② 만약 제1항의 분쟁이 원만히 해결되지 못하여 소송이 제기된 경우, 소송은 관련 법령에 정한 절차에 따른 법원을 관할 법원으로 합니다.",0,,,
제 1 장 총칙,제17조 (관할법원),③ 회사와 이용자간에 제기된 소송에는 대한민국 법을 적용합니다.,0,,,
제 1 장 총칙,제18조 (분쟁의 해결),"① 회사는 회원이 제기하는 의견이나 불만에 대하여 적절하고 신속하게 처리하고, 그 결과를 통지합니다. 다만, 신속한 처리가 곤란한 경우에 회사는 회원에게 그 사유와 처리 일정을 통보합니다.",0,,,
제 1 장 총칙,제18조 (분쟁의 해결),② 회사는 회원이 제기한 의견 등이 정당하지 않음을 이유로 처리하지 않은 경우 이의 사유를 통보합니다.,0,,,
제 1 장 총칙,제18조 (분쟁의 해결),"③ 회사와 회원 사이에 분쟁이 발생한 경우, 회사 또는 이용자는 '콘텐츠사업진흥법' 제 29조에서 정하고 있는 콘텐츠분쟁조정위원회에 분쟁조정을 신청할 수 있습니다.",0,,,
