장,조,내용,LABEL 1,LABEL 1 근거,LABEL 2,LABEL 2 근거
,제2조 용어정의,1. 본 약관에서 사용하는 용어의 정의는 다음과 같습니다.(9) “게임서비스”라 함은 회사가 제공하는 서비스의 하나로서 회원이 디바이스에서 실행하는 게임 및 이에 부수하는 서비스를 의미합니다.,0,,,
,제2조 용어정의,"1. 본 약관에서 사용하는 용어의 정의는 다음과 같습니다.(10) “제휴서비스”란 “회사”가 카카오, 라인 등 모바일 플랫폼 서비스사와 제휴계약을 체결하여 “회원”이 제휴된 플랫폼에서의 가입정보, 프로필 사진 등을 이용해 “디바이스”에서 “콘텐츠”를 이용할 수 있도록 제공하는 개별 또는 일체의 “서비스”를 의미합니다.",0,,,
,제2조 용어정의,"2. 이 약관에서 사용하는 용어의 정의는 본 조 제1항 각호에서 정하는 것을 제외하고는 관계법령 및 “서비스”별 정책에서 정하는 바에 의하며, 이에 정하지 아니한 것은 일반적인 상관례에 의합니다.",0,,,
,제3조 회사정보 동의 제공,"회사는 다음 각 호의 사항을 회원이 알아보기 쉽도록 게임 서비스 내에 표시합니다. 다만, 개인정보처리방침과 약관은 회원이 연결화면을 통하여 볼 수 있도록 할 수 있습니다.",0,,,
,제3조 회사정보 동의 제공,"회사는 다음 각 호의 사항을 회원이 알아보기 쉽도록 게임 서비스 내에 표시합니다. 다만, 개인정보처리방침과 약관은 회원이 연결화면을 통하여 볼 수 있도록 할 수 있습니다.(1) 상호 및 대표자의 성명",0,,,
,제3조 회사정보 동의 제공,"회사는 다음 각 호의 사항을 회원이 알아보기 쉽도록 게임 서비스 내에 표시합니다. 다만, 개인정보처리방침과 약관은 회원이 연결화면을 통하여 볼 수 있도록 할 수 있습니다.(2) 영업소 소재지 주소(회원의 불만을 처리할 수 있는 곳의 주소를 포함한다)",0,,,
,제3조 회사정보 동의 제공,"회사는 다음 각 호의 사항을 회원이 알아보기 쉽도록 게임 서비스 내에 표시합니다. 다만, 개인정보처리방침과 약관은 회원이 연결화면을 통하여 볼 수 있도록 할 수 있습니다.(3) 전화번호, 전자우편주소",0,,,
,제3조 회사정보 동의 제공,"회사는 다음 각 호의 사항을 회원이 알아보기 쉽도록 게임 서비스 내에 표시합니다. 다만, 개인정보처리방침과 약관은 회원이 연결화면을 통하여 볼 수 있도록 할 수 있습니다.(4) 사업자 등록번호",0,,,
,제3조 회사정보 동의 제공,"회사는 다음 각 호의 사항을 회원이 알아보기 쉽도록 게임 서비스 내에 표시합니다. 다만, 개인정보처리방침과 약관은 회원이 연결화면을 통하여 볼 수 있도록 할 수 있습니다.(5) 통신판매업 신고번호",0,,,
,제3조 회사정보 동의 제공,"회사는 다음 각 호의 사항을 회원이 알아보기 쉽도록 게임 서비스 내에 표시합니다. 다만, 개인정보처리방침과 약관은 회원이 연결화면을 통하여 볼 수 있도록 할 수 있습니다.(6) 개인정보처리방침",0,,,
,제3조 회사정보 동의 제공,"회사는 다음 각 호의 사항을 회원이 알아보기 쉽도록 게임 서비스 내에 표시합니다. 다만, 개인정보처리방침과 약관은 회원이 연결화면을 통하여 볼 수 있도록 할 수 있습니다.(7) 서비스 이용약관",0,,,
,제4조 약관의 효력 및 변경,"1. 회사는 본 약관의 내용을 회원이 쉽게 알 수 있도록 게임 서비스 내 또는 그 연결화면을 게시합니다. 회원이 본 약관의 동의 버튼을 클릭하면, 약관에 동의한 것으로 간주합니다. 이 경우 본 약관의 내용 중 서비스 중단, 청약철회, 과오납금의 환불, 계약 해제·해지, 회사의 면책사항 등과 같은 중요한 내용은 회원이 쉽게 이해할 수 있도록 굵은 글씨, 색체, 부호 등으로 처리하거나 별도의 연결화면 등을 통하여 회원이 알아보기 쉽게 처리합니다.",0,,,
,제4조 약관의 효력 및 변경,"2. 회사가 본 약관을 개정할 경우에는 적용일자 및 개정내용, 개정사유 등을 명시하여 그 적용일자로부터 최소한 7일 이전부터 그 적용일자 경과 후 상당기간이 경과할 때까지 게임 서비스 내 또는 그 연결화면에 게시하여 회원에게 공지합니다. 단, 회원에게 불리하거나 중대한 사항의 변경은 그 적용일 30일 이전까지 본문과 같은 방법으로 공지하고 제28조 제1항의 방법으로 회원에게 통지합니다. 이 경우 개정 전 내용과 개정 후 내용을 명확하게 비교하여 회원이 알기 쉽도록 표시합니다.",0,,,
,제4조 약관의 효력 및 변경,"3. 회사가 약관을 개정할 경우 개정약관 공지 후 개정약관의 적용에 대한 회원의 동의 여부를 확인 합니다. 회사는 회사는 제2항의 공지 또는 통지를 할 경우 회원이 별도의 의사표시를 하지 않으면 승낙한 것으로 간주하겠다는 내용도 함께 공지한 경우에는 회원이 약관 시행일까지 거부의 의사표시를 하지 않는다면 개정약관에 동의한 것으로 볼 수 있습니다. 회원은 개정된 약관에 대해 동의하지 않을 권리가 있으며, 개정된 약관에 동의하지 않을 경우에는 회사 또는 회원은 서비스 이용계약을 해지할 수 있습니다.",0,,,
,제4조 약관의 효력 및 변경,4. 회사는 회원이 회사와 이 약관의 내용에 관하여 질의 및 응답을 할 수 있도록 조치를 취합니다.,0,,,
,제4조 약관의 효력 및 변경,"5. 회사는 「전자상거래 등에서의 소비자보호에 관한 법률」, 「약관의 규제에 관한 법률」, 「게임산업진흥에 관한 법률」, 「정보통신망이용촉진 및 정보보호 등에 관한 법률」, 「콘텐츠산업진흥법」 등 관련 법령에 위배하지 않는 범위에서 본 약관을 개정할 수 있습니다.",0,,,
,제5조 이용계약의 체결 및 적용,"1. 회원이 되고자 하는 이용자는 회사와 서비스 이용계약을 체결하여야 합니다. 서비스 이용계약은 이용자가 서비스의 제공에 필요한 개인정보의 제공 및 본 약관에 동의하여 이용신청을 하면, 회사가 이용자의 이용을 승낙함으로써 성립합니다.",0,,,
,제5조 이용계약의 체결 및 적용,"2. 회사는 원칙적으로 이용자의 서비스 이용신청 순서에 따라 서비스 이용에 대한 승낙을 진행합니다. 다만, 아래 각 호에 해당하는 경우에는 그 사유가 해소될 때까지 승낙을 보류할 수 있습니다.",0,,,
,제5조 이용계약의 체결 및 적용,"2. 회사는 원칙적으로 이용자의 서비스 이용신청 순서에 따라 서비스 이용에 대한 승낙을 진행합니다. 다만, 아래 각 호에 해당하는 경우에는 그 사유가 해소될 때까지 승낙을 보류할 수 있습니다.(1) 회사의 설비에 여유가 없거나, 특정 디바이스의 지원이 어렵거나, 기술적 장애가 있는 경우",0,,,
,제5조 이용계약의 체결 및 적용,"2. 회사는 원칙적으로 이용자의 서비스 이용신청 순서에 따라 서비스 이용에 대한 승낙을 진행합니다. 다만, 아래 각 호에 해당하는 경우에는 그 사유가 해소될 때까지 승낙을 보류할 수 있습니다.(2) 서비스 상의 장애 또는 서비스 이용요금, 결제수단의 장애가 발생한 경우",0,,,
,제5조 이용계약의 체결 및 적용,"2. 회사는 원칙적으로 이용자의 서비스 이용신청 순서에 따라 서비스 이용에 대한 승낙을 진행합니다. 다만, 아래 각 호에 해당하는 경우에는 그 사유가 해소될 때까지 승낙을 보류할 수 있습니다.(3) 청소년(본 조 제2항에서 정의한 청소년과 같음)임에도 법정대리인의 동의를 얻지 아니하였거나 동의를 얻었음을 확인할 수 없는 경우(단, 카카오 등 모바일 플랫폼을 통하여 회사의 서비스가 제공될 경우 본 조의 동의는 모바일 플랫폼의 회원가입 및 동의절차를 확인할 수 없는 경우를 의미함)",0,,,
,제5조 이용계약의 체결 및 적용,"2. 회사는 원칙적으로 이용자의 서비스 이용신청 순서에 따라 서비스 이용에 대한 승낙을 진행합니다. 다만, 아래 각 호에 해당하는 경우에는 그 사유가 해소될 때까지 승낙을 보류할 수 있습니다.(4) 그 밖에 각 호에 준하는 사유로서 회사의 사정으로 이용 승낙이 곤란한 경우",0,,,
,제5조 이용계약의 체결 및 적용,3. 회사는 아래 사항에 해당되는 경우에 대해서는 승낙하지 않거나 서비스 이용을 제한할 수 있습니다.,0,,,
,제5조 이용계약의 체결 및 적용,3. 회사는 아래 사항에 해당되는 경우에 대해서는 승낙하지 않거나 서비스 이용을 제한할 수 있습니다.(1) 이용신청 내용을 허위로 기재하거나 이용신청 요건을 충족하지 못한 경우,0,,,
,제5조 이용계약의 체결 및 적용,3. 회사는 아래 사항에 해당되는 경우에 대해서는 승낙하지 않거나 서비스 이용을 제한할 수 있습니다.(2) 타인의 정보 또는 디바이스를 도용한 경우,0,,,
,제5조 이용계약의 체결 및 적용,3. 회사는 아래 사항에 해당되는 경우에 대해서는 승낙하지 않거나 서비스 이용을 제한할 수 있습니다.(3) 형법에서 규정한 범죄 행위의 목적으로 서비스를 이용하고자 하는 경우,0,,,
,제5조 이용계약의 체결 및 적용,3. 회사는 아래 사항에 해당되는 경우에 대해서는 승낙하지 않거나 서비스 이용을 제한할 수 있습니다.(4) 청소년보호법의 취지에 위배되는 목적으로 서비스를 이용하고자 하는 경우,0,,,
,제5조 이용계약의 체결 및 적용,3. 회사는 아래 사항에 해당되는 경우에 대해서는 승낙하지 않거나 서비스 이용을 제한할 수 있습니다.(5) 영리를 추구할 목적으로 서비스를 이용하고자 하는 경우,0,,,
,제5조 이용계약의 체결 및 적용,3. 회사는 아래 사항에 해당되는 경우에 대해서는 승낙하지 않거나 서비스 이용을 제한할 수 있습니다.(6) 서비스와 경쟁 관계에 있는 회원이 회사의 이익을 저해하려는 목적으로 신청하는 경우,0,,,
,제5조 이용계약의 체결 및 적용,3. 회사는 아래 사항에 해당되는 경우에 대해서는 승낙하지 않거나 서비스 이용을 제한할 수 있습니다.(7) 대한민국 이외의 국가 중 회사에서 아직 서비스를 제공할 것으로 결정하지 않은 국가에서 서비스를 이용하는 경우로 회사가 해외 서비스 업체와 체결한 계약이나 특정 국가에서 접속하는 회원에 대한 서비스 제공과 관련하여 서비스 제공을 제한할 필요가 있는 경우,0,,,
,제5조 이용계약의 체결 및 적용,3. 회사는 아래 사항에 해당되는 경우에 대해서는 승낙하지 않거나 서비스 이용을 제한할 수 있습니다.(8) 회사가 서비스 이용을 제한한 디바이스에서 서비스 이용의 신청을 하는 경우,0,,,
,제5조 이용계약의 체결 및 적용,"3. 회사는 아래 사항에 해당되는 경우에 대해서는 승낙하지 않거나 서비스 이용을 제한할 수 있습니다.(9) 「게임산업진흥에 관한 법률」, 「정보통신망 이용촉진 및 정보보호 등에 관한 법률」 및 그 밖의 관계 법령에서 금지하는 위법행위를 할 목적으로 이용신청을 하는 경우",0,,,
,제5조 이용계약의 체결 및 적용,3. 회사는 아래 사항에 해당되는 경우에 대해서는 승낙하지 않거나 서비스 이용을 제한할 수 있습니다.(10) 사회의 안녕과 질서 또는 미풍양속을 저해할 목적 또는 부정한 용도로 서비스를 이용하고자 하는 경우,0,,,
,제5조 이용계약의 체결 및 적용,3. 회사는 아래 사항에 해당되는 경우에 대해서는 승낙하지 않거나 서비스 이용을 제한할 수 있습니다.(11) 그 밖에 각 호에 준하는 사유로서 승낙이 부적절하다고 판단되는 경우,0,,,
,제5조 이용계약의 체결 및 적용,"4. 회사는 회원이 본 약관 동의 절차 또는 서비스 이용에 필요한 개인정보의 입력을 완료하면, 승낙을 보류하거나 거부할 사항이 없는 경우 그 즉시 서비스를 이용할 수 있도록 합니다. 단, 사후에 승낙을 거부할 사항이 발견되는 경우에는 본 약관의 규정에 따라 이용제한이나 계약해지를 할 수 있습니다.",0,,,
,제6조 운영정책,1. 회사는 약관을 적용하기 위하여 필요한 사항과 약관에서 구체적 범위를 정하여 위임한 사항 및 회원의 권익을 보호하고 서비스 내 질서를 유지하기 위해 운영정책(이하 “운영정책”이라 함)을 정할 수 있습니다.,0,,,
,제6조 운영정책,2. 운영정책은 게임서비스 내 또는 그 연결화면에 게시합니다.,0,,,
,제6조 운영정책,"3. 회사는 운영정책 개정 시 제4조 제2항의 절차에 따릅니다. 다만, 운영정책의 개정 내용이 다음 각 호의 어느 하나에 해당하는 경우에는 본 조 제2항의 방법으로 사전에 공지합니다.",0,,,
,제6조 운영정책,"3. 회사는 운영정책 개정 시 제4조 제2항의 절차에 따릅니다. 다만, 운영정책의 개정 내용이 다음 각 호의 어느 하나에 해당하는 경우에는 본 조 제2항의 방법으로 사전에 공지합니다.(1) 약관에서 구체적으로 범위를 정하여 위임한 사항을 개정하는 경우",0,,,
,제6조 운영정책,"3. 회사는 운영정책 개정 시 제4조 제2항의 절차에 따릅니다. 다만, 운영정책의 개정 내용이 다음 각 호의 어느 하나에 해당하는 경우에는 본 조 제2항의 방법으로 사전에 공지합니다.(2) 회원의 권리·의무와 관련 없는 사항을 개정하는 경우",0,,,
,제6조 운영정책,"3. 회사는 운영정책 개정 시 제4조 제2항의 절차에 따릅니다. 다만, 운영정책의 개정 내용이 다음 각 호의 어느 하나에 해당하는 경우에는 본 조 제2항의 방법으로 사전에 공지합니다.(3) 운영정책의 내용이 약관에서 정한 내용과 근본적으로 다르지 않고 회원이 예측할 수 있는 범위 내에서 운영정책을 개정하는 경우",0,,,
,제7조 개인정보의 보호 및 사용,"1. 회사는 관련 법령이 정하는 바에 따라 회원의 개인정보를 보호하기 위해 노력하며, 개인정보의 보호 및 사용에 대해서는 관련 법령 및 회사의 개인정보처리방침에 따릅니다. 단, 회사가 직접 제공하는 서비스 외 제3자가 제공하는 서비스에 대하여는 회사의 개인정보처리방침이 적용되지 않습니다.",0,,,
,제7조 개인정보의 보호 및 사용,"2. 회원의 상태정보, 별명, 사진 등은 회원이 다른 회원과의 소통과정에서 자신을 설명하기 위해 등록하는 정보로써, 서비스의 특성에 따라 타 회원들에게 공개될 수 있으며, 제휴서비스를 통하여 서비스를 이용하는 경우 서비스의 이용 기록이 회원의 제휴 서비스 상의 프로필, 닉네임 등과 함께 제3자에게 노출될 수 있음에 동의합니다.",0,,,
,제7조 개인정보의 보호 및 사용,3. 회사는 회원의 귀책사유로 개인 정보가 유출되어 발생한 피해에 대하여 책임을 지지 않습니다.,0,,1,온라인 사업자 - 개인정보 유출에 있어 회사의 귀책사유 및 주의의무 위반에 따른 손해 방지 규정을 두지 않아 불공정조항
,제8조 회원 정보의 제공 및 변경,"1. 회원은 본 약관에 의하여 회사에 정보를 제공하여야 하는 경우에는 진실된 정보를 제공하여야 하며, 허위정보 제공으로 인해 발생한 불이익에 대해서는 보호받지 못합니다.",0,,,
,제8조 회원 정보의 제공 및 변경,2. 회원은 회원가입 신청 시 기재한 사항이 변경되었을 경우 온라인으로 수정을 하거나 기타 방법으로 회사에 그 변경사항을 알려야 합니다.,0,,,
,제8조 회원 정보의 제공 및 변경,3. 회사는 관련 법령에 의해 관련 국가기관 등의 요청이 있는 경우를 제외하고는 회원의 개인정보를 본인의 동의 없이 타인에게 제공하지 않습니다.,0,,,
,제8조 회원 정보의 제공 및 변경,"4. 회원이 본 조 제2항의 정보 변경 사항을 회사에 알리지 않아 발생하는 회원 및 타인의 불이익에 대하여 회사는 일체 책임지지 않으며, 위 사유로 타인이 회사에 법적 조치를 청구하는 경우 혹은 회사에 손해가 발생하는 경우 회원은 자신의 비용과 책임으로 이를 해결해야 합니다",0,,,
,제9조 회사의 의무,"1. 회사는 관련 법령, 본 약관에서 정하는 권리의 행사 및 의무의 이행을 신의에 따라 성실하게 준수합니다.",0,,,
,제9조 회사의 의무,2. 회사는 회원이 안전하게 서비스를 이용할 수 있도록 개인정보(신용정보 포함)보호를 위해 보안시스템을 갖추어야 하며 개인정보처리방침을 공시하고 준수합니다. 회사는 본 약관 및 개인정보처리방침에서 정한 경우를 제외하고는 회원의 개인정보가 제3자에게 공개 또는 제공되지 않도록 합니다.,0,,,
,제9조 회사의 의무,"3. 회사는 계속적이고 안정적인 서비스의 제공을 위하여 서비스 개선을 하던 중 설비에 장애가 생기거나 데이터 등이 멸실․훼손된 때에는 천재지변, 비상사태, 현재의 기술로는 해결이 불가능한 장애나 결함 등 부득이한 사유가 없는 한 지체 없이 이를 수리 또는 복구하도록 최선의 노력을 다합니다.",0,,,
,제10조 회원의 의무,"1. 회원은 서비스 이용 시 본 약관에서 규정하는 사항, 운영정책, 기타 회사가 정한 제반 규정, 회사가 공지하는 사항, 청소년보호법 등 관계법령을 준수하여야 합니다.",0,,,
,제10조 회원의 의무,2. 회원은 다음 행위를 하여서는 안 됩니다.,0,,,
,제10조 회원의 의무,2. 회원은 다음 행위를 하여서는 안 됩니다.(1) 이용신청 또는 회원 정보 변경 시 허위사실을 기재하는 행위,0,,,
,제10조 회원의 의무,"2. 회원은 다음 행위를 하여서는 안 됩니다.(2) 회사가 제공하지 않는 서비스나 비정상적인 방법을 통해 사이버 자산(ID, 캐릭터, 아이템, 게임 머니 등)을 매매 또는 증여하거나, 이를 취득하는 행위",0,,,
,제10조 회원의 의무,"2. 회원은 다음 행위를 하여서는 안 됩니다.(3) 회사로부터 특별한 권리를 부여 받지 않고 애플리케이션을 변경하거나, 애플리케이션에 다른 프로그램을 추가 또는 삽입하거나, 서버를 해킹⋅역설계하거나, 소스 코드나 애플리케이션 데이터를 유출⋅변경하거나, 별도의 서버를 구축하거나, 웹사이트의 일부분을 임의로 변경⋅도용하여 회사를 사칭하는 행위",0,,,
,제10조 회원의 의무,2. 회원은 다음 행위를 하여서는 안 됩니다.(4) 타인의 신용카드⋅유/무선 전화⋅은행 계좌 등을 도용하여 유료 콘텐츠를 구매하는 행위 등 결제와 관련한 모든 부정행위 및 다른 회원의 ID 및 비밀번호를 부정 사용하는 행위,0,,,
,제10조 회원의 의무,2. 회원은 다음 행위를 하여서는 안 됩니다.(5) 다른 회원의 개인정보를 무단으로 수집⋅저장⋅게시 또는 유포하는 행위,0,,,
,제10조 회원의 의무,"2. 회원은 다음 행위를 하여서는 안 됩니다.(6) 도박 등 사행행위를 하거나 유도하는 행위, 음란⋅저속한 정보를 교류⋅게재하거나 음란 사이트를 연결(링크)하는 행위, 수치심⋅혐오감 또는 공포심을 일으키는 말⋅소리⋅글⋅그림⋅사진 또는 영상을 타인에게 전송 또는 유포하는 행위 등 서비스를 불건전하게 이용하는 행위",0,,,
,제10조 회원의 의무,"2. 회원은 다음 행위를 하여서는 안 됩니다.(7) 서비스를 무단으로 영리, 영업, 광고, 홍보, 정치활동, 선거운동 등 본래의 용도 이외의 용도로 이용하는 행위",0,,,
,제10조 회원의 의무,"2. 회원은 다음 행위를 하여서는 안 됩니다.(8) 회사의 서비스를 이용하여 얻은 정보를 무단으로 복제․유통․조장하거나 상업적으로 이용하는 행위, 알려지거나 알려지지 않은 버그를 악용하여 서비스를 이용하는 행위",0,,,
,제10조 회원의 의무,"2. 회원은 다음 행위를 하여서는 안 됩니다.(9) 타인을 기망하여 이득을 취하는 행위, 회사의 서비스의 이용과 관련하여 타인에게 피해를 입히는 행위 및 승부를 조작하거나, 게임의 강제종료를 하는 등 게임 결과에 영향을 줄 수 있는 행위",0,,,
,제10조 회원의 의무,"2. 회원은 다음 행위를 하여서는 안 됩니다.(10) 회사나 타인의 지식재산권(특허, 상표, 기타 권리 일체 포함), 영업비밀 또는 초상권을 침해하는 행위, 타인의 명예를 훼손하거나 손해를 가하는 행위",0,,,
,제10조 회원의 의무,2. 회원은 다음 행위를 하여서는 안 됩니다.(11) 법령에 의하여 전송 또는 게시가 금지된 정보(컴퓨터 프로그램)나 컴퓨터 소프트웨어⋅하드웨어 또는 전기통신장비의 정상적인 작동을 방해⋅파괴할 목적으로 고안된 바이러스⋅컴퓨터 코드⋅파일⋅프로그램 등을 고의로 전송⋅게시⋅유포 또는 사용하는 행위,0,,,
,제10조 회원의 의무,"2. 회원은 다음 행위를 하여서는 안 됩니다.(12) 회사의 직원이나 운영자를 가장하거나 타인의 명의를 도용하여 글을 게시하거나 메일을 발송하는 행위, 타인으로 가장하거나 타인과의 관계를 허위로 명시하는 행위",0,,,
,제10조 회원의 의무,2. 회원은 다음 행위를 하여서는 안 됩니다.(13) 회사의 업무에 방해가 되거나 회사의 명예를 손상시키는 행위,0,,,
,제10조 회원의 의무,"2. 회원은 다음 행위를 하여서는 안 됩니다.(14) 청소년보호법 또는 법에 위반되는 저속, 음란한 내용의 정보, 문장, 도형, 음향, 동영상을 전송, 게시 또는 기타의 방법으로 타인에게 유포하는 행위",0,,,
,제10조 회원의 의무,"2. 회원은 다음 행위를 하여서는 안 됩니다.(15) 기타 관련 법령에 위반되거나, 공공질서 및 선량한 풍속 기타 사회통념에 반하는 행위",0,,,
,제10조 회원의 의무,"3. 회원은 회사의 사전 승낙 없이 서비스를 이용하여 자기 또는 타인에게 재산상 이익을 발생시키는 영업 활동을 할 수 없으며, 그 영업 활동의 결과에 대한 모든 책임은 회원에게 있습니다. 만일 위 영업 활동으로 제3자가 회사를 상대로 이의를 제기하거나 손해배상을 청구할 경우, 회원은 책임지고 회원의 비용으로 회사를 면책해야 하며 회사에 손해가 발생할 경우 회사는 해당 회원에 대해 위 영업활동으로 인하여 발생한 손해의 배상 등을 청구할 수 있으나 회사가 고의 또는 중과실로 손해의 발생을 용이하게 하거나 손해 방지를 위한 조치를 취하지 아니한 경우에는 그러하지 아니합니다.",0,,,
,제10조 회원의 의무,"4. 회원의 계정 및 디바이스에 관한 관리책임은 회원에게 있으며, 이를 타인이 이용하도록 하게 하여서는 안 됩니다. 디바이스의 관리 부실이나 타인에게 이용을 승낙함으로 인해 발생하는 손해에 대해서 회사는 책임지지 않습니다.",0,,1,온라인 사업자 - 개인정보 유출에 있어 회사의 귀책사유 및 주의의무 위반에 따른 손해 방지 규정을 두지 않아 불공정조항
,제10조 회원의 의무,5. 회원은 각 오픈마켓에서 제공하는 결제 비밀번호 기능 등을 설정하여 부정한 결제가 이루어지지 아니하도록 관리하여야 합니다. 결제 비밀번호 기능 등을 설정하지 아니하여 발생하는 문제에 대해 회사는 책임지지 않습니다.,0,,1,온라인 사업자 - 개인정보 유출에 있어 회사의 귀책사유 및 주의의무 위반에 따른 손해 방지 규정을 두지 않아 불공정조항
,제10조 회원의 의무,"6. 회사는 다음 각 호의 행위의 구체적인 내용을 정할 수 있으며, 회원은 이를 따라야 합니다.",0,,,
,제10조 회원의 의무,"6. 회사는 다음 각 호의 행위의 구체적인 내용을 정할 수 있으며, 회원은 이를 따라야 합니다.(1) 회원의 계정명, 캐릭터명, 길드명, 기타 게임 내에서 사용하는 명칭",0,,,
,제10조 회원의 의무,"6. 회사는 다음 각 호의 행위의 구체적인 내용을 정할 수 있으며, 회원은 이를 따라야 합니다.(2) 채팅내용과 방법",0,,,
,제10조 회원의 의무,"6. 회사는 다음 각 호의 행위의 구체적인 내용을 정할 수 있으며, 회원은 이를 따라야 합니다.(3) 게시판이용 및 “서비스” 이용 방법",0,,,
,제10조 회원의 의무,"6. 회사는 다음 각 호의 행위의 구체적인 내용을 정할 수 있으며, 회원은 이를 따라야 합니다.(4) 카카오, 페이스북, 구글플러스 등 외부 모바일 플랫폼 제휴 서비스 정책",0,,,
,제11조 서비스의 제공,"1. 회사는 제5조의 규정에 따라 이용계약이 완료된 회원에게 그 즉시 서비스를 제공할 수 있도록 합니다. 다만, 일부 서비스의 경우 회사의 필요에 따라 지정된 일자로부터 서비스를 개시할 수 있으며, 별도의 표시 또는 공지가 없는 경우는 연중 무휴 1일 24시간 제공을 기본으로 합니다.",0,,,
,제11조 서비스의 제공,2. 회사는 회원에게 게임서비스를 제공할 때 본 약관에 정하고 있는 서비스를 포함하여 기타 부가적인 서비스를 함께 제공할 수 있습니다.,0,,,
,제11조 서비스의 제공,"3. 회사는 회원의 등급을 구분하고 이용시간, 이용횟수, 제공 서비스의 범위 등을 세분화 하여 이용에 차등을 둘 수 있습니다.",0,,,
,제12조 서비스의 이용,1. 게임서비스는 회사의 영업방침에 따라 정해진 시간 동안 제공합니다. 회사는 게임서비스 제공 시간을 게임 애플리케이션 초기화면이나 게임서비스 공지사항에 적절한 방법으로 안내합니다.,0,,,
,제12조 서비스의 이용,"2. 본 조 제1항에도 불구하고 회사는 아래 각 호의 경우에는 서비스의 전부 또는 일부를 일시 정지할 수 있습니다. 이 경우 회사는 사전에 그 정지의 사유와 기간을 게임 애플리케이션 초기화면이나 게임서비스 공지사항 등에 공지합니다. 다만, 사전에 공지할 수 없는 부득이한 사정이 있는 경우 사후에 공지할 수 있습니다.",0,,,
,제12조 서비스의 이용,"2. 본 조 제1항에도 불구하고 회사는 아래 각 호의 경우에는 서비스의 전부 또는 일부를 일시 정지할 수 있습니다. 이 경우 회사는 사전에 그 정지의 사유와 기간을 게임 애플리케이션 초기화면이나 게임서비스 공지사항 등에 공지합니다. 다만, 사전에 공지할 수 없는 부득이한 사정이 있는 경우 사후에 공지할 수 있습니다.(1) 시스템 정기점검, 서버의 증설 및 교체, 네트워크의 불안정 등의 시스템 운영상 필요한 경우",0,,,
