장,조,내용
,제 5 조 (신원정보의 표시 및 콘텐츠의 이용 조건),"2. ""회사""는 콘텐츠의 정보, 이용조건, 최소 시스템 사양(OS 사양) 등을 콘텐츠 판매 화면에, 이용등급 등은 콘텐츠 판매 화면 및 게임 구동 시 초기화면 등에 표시합니다. ""유료 아이템""의 정보 및 이용조건, 콘텐츠의 이용 등급, 최소 시스템 사양 등에 대한 사항은 아래와 같습니다. 기타 구체적인 사항은 ""오픈마켓"" 내 판매 화면 등에 안내되어 있으므로 해당 페이지에서 제공하는 정보를 참고하시기 바랍니다.② 이용조건: 게임 내 이용 가능"
,제 5 조 (신원정보의 표시 및 콘텐츠의 이용 조건),"2. ""회사""는 콘텐츠의 정보, 이용조건, 최소 시스템 사양(OS 사양) 등을 콘텐츠 판매 화면에, 이용등급 등은 콘텐츠 판매 화면 및 게임 구동 시 초기화면 등에 표시합니다. ""유료 아이템""의 정보 및 이용조건, 콘텐츠의 이용 등급, 최소 시스템 사양 등에 대한 사항은 아래와 같습니다. 기타 구체적인 사항은 ""오픈마켓"" 내 판매 화면 등에 안내되어 있으므로 해당 페이지에서 제공하는 정보를 참고하시기 바랍니다.③ 이용등급: 상품 별 별도 표시된 이용등급 정보에 따름(판매 화면 또는 게임 구동화면 내 표시)"
,제 5 조 (신원정보의 표시 및 콘텐츠의 이용 조건),"2. ""회사""는 콘텐츠의 정보, 이용조건, 최소 시스템 사양(OS 사양) 등을 콘텐츠 판매 화면에, 이용등급 등은 콘텐츠 판매 화면 및 게임 구동 시 초기화면 등에 표시합니다. ""유료 아이템""의 정보 및 이용조건, 콘텐츠의 이용 등급, 최소 시스템 사양 등에 대한 사항은 아래와 같습니다. 기타 구체적인 사항은 ""오픈마켓"" 내 판매 화면 등에 안내되어 있으므로 해당 페이지에서 제공하는 정보를 참고하시기 바랍니다.④ 결제금액: 상품 별 별도 고지된 결제 금액에 따름"
,제 5 조 (신원정보의 표시 및 콘텐츠의 이용 조건),"2. ""회사""는 콘텐츠의 정보, 이용조건, 최소 시스템 사양(OS 사양) 등을 콘텐츠 판매 화면에, 이용등급 등은 콘텐츠 판매 화면 및 게임 구동 시 초기화면 등에 표시합니다. ""유료 아이템""의 정보 및 이용조건, 콘텐츠의 이용 등급, 최소 시스템 사양 등에 대한 사항은 아래와 같습니다. 기타 구체적인 사항은 ""오픈마켓"" 내 판매 화면 등에 안내되어 있으므로 해당 페이지에서 제공하는 정보를 참고하시기 바랍니다.⑤ 상품 공급 방식: 게임 내 제공"
,제 5 조 (신원정보의 표시 및 콘텐츠의 이용 조건),"2. ""회사""는 콘텐츠의 정보, 이용조건, 최소 시스템 사양(OS 사양) 등을 콘텐츠 판매 화면에, 이용등급 등은 콘텐츠 판매 화면 및 게임 구동 시 초기화면 등에 표시합니다. ""유료 아이템""의 정보 및 이용조건, 콘텐츠의 이용 등급, 최소 시스템 사양 등에 대한 사항은 아래와 같습니다. 기타 구체적인 사항은 ""오픈마켓"" 내 판매 화면 등에 안내되어 있으므로 해당 페이지에서 제공하는 정보를 참고하시기 바랍니다.⑥ 최소 시스템 사양, OS: 각 콘텐츠 별로 별도 고지된 최소 사양에 따름"
,제 5 조 (신원정보의 표시 및 콘텐츠의 이용 조건),"2. ""회사""는 콘텐츠의 정보, 이용조건, 최소 시스템 사양(OS 사양) 등을 콘텐츠 판매 화면에, 이용등급 등은 콘텐츠 판매 화면 및 게임 구동 시 초기화면 등에 표시합니다. ""유료 아이템""의 정보 및 이용조건, 콘텐츠의 이용 등급, 최소 시스템 사양 등에 대한 사항은 아래와 같습니다. 기타 구체적인 사항은 ""오픈마켓"" 내 판매 화면 등에 안내되어 있으므로 해당 페이지에서 제공하는 정보를 참고하시기 바랍니다.⑦ 필수 소프트웨어: 각 콘텐츠 별로 별도 고지된 최소 사양에 따름"
,제 5 조 (신원정보의 표시 및 콘텐츠의 이용 조건),"2. ""회사""는 콘텐츠의 정보, 이용조건, 최소 시스템 사양(OS 사양) 등을 콘텐츠 판매 화면에, 이용등급 등은 콘텐츠 판매 화면 및 게임 구동 시 초기화면 등에 표시합니다. ""유료 아이템""의 정보 및 이용조건, 콘텐츠의 이용 등급, 최소 시스템 사양 등에 대한 사항은 아래와 같습니다. 기타 구체적인 사항은 ""오픈마켓"" 내 판매 화면 등에 안내되어 있으므로 해당 페이지에서 제공하는 정보를 참고하시기 바랍니다.⑧ 청약철회 및 환불, 계약해제/해지, 손해보상 등: 본 약관 제16조, 18조, 21조의 규정에 의함"
,제 5 조 (신원정보의 표시 및 콘텐츠의 이용 조건),"2. ""회사""는 콘텐츠의 정보, 이용조건, 최소 시스템 사양(OS 사양) 등을 콘텐츠 판매 화면에, 이용등급 등은 콘텐츠 판매 화면 및 게임 구동 시 초기화면 등에 표시합니다. ""유료 아이템""의 정보 및 이용조건, 콘텐츠의 이용 등급, 최소 시스템 사양 등에 대한 사항은 아래와 같습니다. 기타 구체적인 사항은 ""오픈마켓"" 내 판매 화면 등에 안내되어 있으므로 해당 페이지에서 제공하는 정보를 참고하시기 바랍니다.⑨ 상담 방법: 1:1 문의"
,제 5 조 (신원정보의 표시 및 콘텐츠의 이용 조건),"3. 원칙적으로 ""이용자""가 구매한 ""유료 아이템""은 해당 아이템을 구매한 콘텐츠 내에서만 사용하실 수 있습니다. 다만, ""오픈마켓 사업자"" 또는 콘텐츠 별 정책에 의해 콘텐츠 간 ""유료 아이템""의 이동, 거래 등을 지원하는 경우에는 그러하지 아니하며, 별도로 표시한 바에 따릅니다."
,제 5 조 (신원정보의 표시 및 콘텐츠의 이용 조건),4. 구매한 콘텐츠에 대해 상담 등이 필요하신 경우 콘텐츠 내 고객센터 1:1문의를 통해 상담을 진행하시기 바랍니다.
,제 5 조 (신원정보의 표시 및 콘텐츠의 이용 조건),"5. 기타 청약철회 및 환불, 계약해제/해지, 손해보상, 콘텐츠 이용 시 제한에 대한 사항 등은 본 약관의 다른 조항에서 정하는 바에 따릅니다."
,제 6 조 (개인정보보호 의무),"1. ""회사""는 관계 법령이 정하는 바에 따라 ""이용자""의 개인 정보를 보호하기 위해 노력합니다. 개인 정보의 수집, 취급, 보호 및 사용에 대해서는 관련 법 및 “회사”가 별도로 고지하는 개인정보취급방침이 적용됩니다. 다만, ""회사""가 제공하는 서비스 이외에 단순히 링크된 제3자 제공 서비스에 대해서는 일체의 책임을 지지 않습니다."
,제 6 조 (개인정보보호 의무),"2. ""서비스""의 특성에 따라 ""회원""에게 입력받은 별명, 사진 등 자신을 소개하는 내용이 다른 ""회원""에게 공개될 수 있습니다."
,제 7 조 (정보의 수집),"1. ""이용자""는 ""서비스""의 운영 및 안정화, ""서비스"" 품질 개선을 위하여 ""단말기"" 정보, 기기 식별 번호, 맥 어드레스, OS 정보 및 버전, 이용하고 있는 가입 통신사 정보, ""이용자""의 ""서비스"" 이용 내역 등을 수집할 수 있습니다."
,제 7 조 (정보의 수집),"2. ""회사""는 ""회사""가 제공하는 ""서비스""내에서 ""이용자"" 간에 이루어지는 채팅 내용을 저장, 보관 또는 열람할 수 있습니다. ""회사""는 ""이용자""간의 분쟁 조정, 민원 처리 또는 게임 질서의 유지를 위하여 “회사”가 필요하다고 판단하는 경우에만 한정하여 채팅 정보를 열람하도록 합니다."
,제 7 조 (정보의 수집),"2. ""회사""는 ""회사""가 제공하는 ""서비스""내에서 ""이용자"" 간에 이루어지는 채팅 내용을 저장, 보관 또는 열람할 수 있습니다. ""회사""는 ""이용자""간의 분쟁 조정, 민원 처리 또는 게임 질서의 유지를 위하여 “회사”가 필요하다고 판단하는 경우에만 한정하여 채팅 정보를 열람하도록 합니다.본 정보는 ""회사""만이 보유하고 적법한 제3자 외에는 제공되지 않습니다. 자료 활용 시에는 활용이 필요한 이유 및 범위를 ""이용자""에게 고지합니다."
,제 7 조 (정보의 수집),"3. ""회사""는 ""이용자""에 대한 고객지원을 위해 고객 문의/상담내역(이메일, 채팅 등)을 보관할 수 있습니다. 보관되는 내용은 고객지원 목적으로만 사용되며, 원칙적으로는 이용목적이 달성된 후 폐기됩니다. 단, 법령에 의하여 보관이 필요한 정보의 경우 법령에서 정한 기준에 따라 보관됩니다."
,제 8 조 (권리의 귀속),"1. ""회원""의 게시물이 이 약관에 위반되는 내용을 포함하는 경우, 이를 삭제하거나 다른 게시공간으로 이동 또는 등록을 거부하면 ""회사""는 관련 법에 따라 조치를 취할 수 있습니다."
,제 8 조 (권리의 귀속),"2. ""회사""가 제공하는 서비스의 디자인, ""회사""가 만든 텍스트, 스크립트(script), 그래픽, ""이용자"" 상호 간 전송 기능 등 ""회사""가 제공하는 서비스에 관련된 모든 상표, 서비스마크, 로고 등에 관한 저작권 기타 지적재산권은 대한민국 및 외국의 법령에 기하여 ""회사""가 보유하고 있거나 ""회사""에게 소유권 또는 사용권이 있습니다."
,제 8 조 (권리의 귀속),"3. ""이용자""는 명시적으로 허락된 내용을 제외하고는 ""서비스""를 통해 얻어지는 ""이용자"" 상태 정보와 ""회사""가 만든 텍스트, 스크립트, 그래픽, ""이용자"" 상호 간 전송 기능 등을 영리적인 목적으로 사용, 복사, 유통할 수 없습니다. ""회사""는 서비스와 관련하여 ""이용자""에게 ""회사""가 정한 이용조건에 따라 아이디, 콘텐츠 등을 이용할 수 있는 이용권만을 부여하며, ""이용자""는 이를 복제, 양도, 판매, 담보 제공 등의 처분행위를 할 수 없습니다."
,제 8 조 (권리의 귀속),"4. 서비스와 연결된 다양한 형태의 서비스(게임, 앱, 웹 등)를 이용할 경우 서비스 이용에 필요한 이용자의 정보 제공에 동의한 것으로 간주하며 제3자에 제공될 수 있습니다."
,"제 9 조 (""회사""의 의무)","1. ""회사""는 서비스 제공 및 보안과 관련된 설비를 지속적이고 안정적인 서비스 제공을 위하여 점검 또는 복구 등의 조치를 위해 노력합니다."
,"제 9 조 (""회사""의 의무)","2. ""회사""는 ""이용자""가 ""서비스""를 안전하게 이용할 수 있도록 개인 정보보호를 위해 개인정보취급방침을 공시하고 준수합니다."
,"제 9 조 (""회사""의 의무)","3. ""회사""는 서비스 이용과 관련하여 ""이용자""로부터 제기된 의견이나 불만이 정당하다고 인정할 경우에는 이를 처리하여야 하며, 신속한 처리가 곤란한 경우, 그 사유와 계획을 서비스 내에 공지하거나 기타의 방법으로 이용자에게 통지합니다."
,"제 10 조 (""이용자""의 의무)","1. ""이용자""는 본 약관, 관계법령 및 서비스 이용과 관련하여 “회사”가 이용자에 통지하는 사항 및 ""회사""가 정한 서비스 정책을 준수해야 하며, ""회사""의 업무에 방해되는 행위를 해서는 안 됩니다."
,"제 10 조 (""이용자""의 의무)","2. ""이용자""는 이용자 신청양식 기재 시 또는 이용자 정보의 변경 시 모든 정보를 사실에 근거하여 작성하여야 하며, 허위 또는 타인의 명의를 이용한 경우 서비스 이용이 중지되거나 기타 불이익에 대해 이용자의 권리를 주장할 수 없습니다."
,"제 10 조 (""이용자""의 의무)","3. ""이용자""는 ""회사""가 게시한 정보의 변경 또는 다른 이용자의 개인 정보 및 아이디 정보를 수집하는 행위를 해서는 안 됩니다."
,"제 10 조 (""이용자""의 의무)","4. ""이용자""는 ""회사""의 사전 동의 없이 영리 목적으로 서비스를 사용하거나 광고성 정보 및 외설 또는 폭력적인 메시지, 정치활동, 화상, 음성 등의 정보를 ""서비스""에 공개 또는 게시하는 행위를 하여서는 아니 되며, 다른 이용자에게 이를 전송하거나 게시해서도 안됩니다."
,"제 10 조 (""이용자""의 의무)","5. ""이용자""는 ""서비스""와 관련하여 정상적인 이용방법과 다른 방법으로 서비스를 이용하거나 서비스에 부하를 일으키는 행위 및 ""회사""가 제공하는 ""서비스""에 일체의 가공 행위를 통해 서비스를 복제, 분해 또는 모방 및 변형하는 행위를 해서는 안 됩니다."
,"제 10 조 (""이용자""의 의무)","6. ""이용자""는 ""회사""와 기타 제3자의 저작권 등 지적재산권의 침해 또는 명예를 손상하거나 업무를 방해하는 행위를 포함하여 기타의 불법적이거나 부당한 행위를 해서는 안 됩니다."
,"제 10 조 (""이용자""의 의무)","7. ""이용자""의 ""아이디""에 관한 관리 책임은 ""이용자""에게 있으며, 이를 제3자가 이용하도록 하여서는 안됩니다."
,"제 10 조 (""이용자""의 의무)","8. ""회사""는 ""이용자""의 ""아이디"" 및 “캐릭터명”이 개인 정보 유출 우려가 있거나, 반사회적 또는 미풍양속에 어긋나거나 ""회사"" 및 ""회사""의 운영자로 오인할 우려가 있는 경우, 해당 ""아이디"" 및 “캐릭터명”의 이용을 제한할 수 있습니다."
,"제 10 조 (""이용자""의 의무)","9. ""이용자""는 ""아이디""가 도용되거나 제3자가 사용하고 있음을 인지한 경우에는 이를 즉시 ""회사""에 통지하고 ""회사""의 안내에 따라야 합니다."
,"제 10 조 (""이용자""의 의무)","10. “이용자”는 게임 데이터(계정, 캐릭터, 아이템 등)를 유상으로 처분(양도, 매매 등) 및 구매하거나 권리의 객체(담보 제공, 대여 등)로 이용 해서는 안 됩니다."
,"제 10 조 (""이용자""의 의무)","11. ""서비스""를 이용하는 단말에 관한 관리 책임은 ""이용자""에게 있으며, 단말의 관리 부실 및 제3자에게 이용을 승낙함으로 발생하는 손해에 대해서 ""회사""는 책임지지 않습니다."
,"제 10 조 (""이용자""의 의무)",12. 본 조 이외에 기타 관련 법령에서 금지하거나 선량한 풍속 및 기타 사회통념상 허용되지 않는 행위를 해서는 안 됩니다.
,"제 10 조 (""이용자""의 의무)","13. 본 조에 의거하여 ""이용자""의 의무사항을 위반한 경우에 발생하는 불이익에 대해서 ""회사""는 책임지지 않으며 이로 인하여 ""회사""에 손해를 끼칠 경우, ""회사""는 해당 ""이용자""에게 서비스 이용 제한 및 손해배상 등을 청구할 수 있습니다."
,"제 10 조 (""이용자""의 의무)","13. 본 조에 의거하여 ""이용자""의 의무사항을 위반한 경우에 발생하는 불이익에 대해서 ""회사""는 책임지지 않으며 이로 인하여 ""회사""에 손해를 끼칠 경우, ""회사""는 해당 ""이용자""에게 서비스 이용 제한 및 손해배상 등을 청구할 수 있습니다.-계정명, 캐릭터명(닉네임), 길드명(게임 내 모임 명칭)에 대한 제한"
,"제 10 조 (""이용자""의 의무)","13. 본 조에 의거하여 ""이용자""의 의무사항을 위반한 경우에 발생하는 불이익에 대해서 ""회사""는 책임지지 않으며 이로 인하여 ""회사""에 손해를 끼칠 경우, ""회사""는 해당 ""이용자""에게 서비스 이용 제한 및 손해배상 등을 청구할 수 있습니다.-채팅 내용과 이용에 대한 제한"
,"제 10 조 (""이용자""의 의무)","13. 본 조에 의거하여 ""이용자""의 의무사항을 위반한 경우에 발생하는 불이익에 대해서 ""회사""는 책임지지 않으며 이로 인하여 ""회사""에 손해를 끼칠 경우, ""회사""는 해당 ""이용자""에게 서비스 이용 제한 및 손해배상 등을 청구할 수 있습니다.-게시판 이용에 대한 제한"
,"제 10 조 (""이용자""의 의무)","13. 본 조에 의거하여 ""이용자""의 의무사항을 위반한 경우에 발생하는 불이익에 대해서 ""회사""는 책임지지 않으며 이로 인하여 ""회사""에 손해를 끼칠 경우, ""회사""는 해당 ""이용자""에게 서비스 이용 제한 및 손해배상 등을 청구할 수 있습니다.-게임 플레이 방법에 대한 제한"
,"제 10 조 (""이용자""의 의무)","13. 본 조에 의거하여 ""이용자""의 의무사항을 위반한 경우에 발생하는 불이익에 대해서 ""회사""는 책임지지 않으며 이로 인하여 ""회사""에 손해를 끼칠 경우, ""회사""는 해당 ""이용자""에게 서비스 이용 제한 및 손해배상 등을 청구할 수 있습니다.-회원의 게임 서비스 이용에 대한 본질적 권리를 침해하지 않는 범위 내에서 “회사”가 게임 서비스 운영상 필요하다고 인정되는 기타 사항"
,"제 11 조 (""서비스""의 제공 및 이용)","1. ""회사""는 ""이용자""에게 아래와 같은 서비스를 제공합니다."
,"제 11 조 (""서비스""의 제공 및 이용)","1. ""회사""는 ""이용자""에게 아래와 같은 서비스를 제공합니다.1) 게임 서비스"
,"제 11 조 (""서비스""의 제공 및 이용)","1. ""회사""는 ""이용자""에게 아래와 같은 서비스를 제공합니다.2) 커뮤니티 서비스"
,"제 11 조 (""서비스""의 제공 및 이용)","1. ""회사""는 ""이용자""에게 아래와 같은 서비스를 제공합니다.3) 서비스 내 이용자 정보를 이용한 타 서비스 연결 기능 지원"
,"제 11 조 (""서비스""의 제공 및 이용)","1. ""회사""는 ""이용자""에게 아래와 같은 서비스를 제공합니다.4) 기타 ""회사""가 추가 개발하거나 다른 “회사”와의 제휴 계약 등을 통해 ""이용자""에게 제공하는 일체의 서비스"
,"제 11 조 (""서비스""의 제공 및 이용)","2. ""회사""는 ""서비스""를 일정 범위로 분할하여 각 범위 별로 이용 가능 시간을 별도로 지정할 수 있습니다. 다만, 이러한 경우에는 그 내용을 사전에 공지합니다."
,"제 11 조 (""서비스""의 제공 및 이용)","3. ""회사""는 ""서비스""를 업무상 또는 기술상 특별한 지장이 없는 한 연중무휴 1일 24시간 제공을 원칙으로 합니다. 단, “회사”는 시스템 정기점검, 서버의 증설 및 교체를 위해 운영상 필요하다고 판단되는 경우 “회사”가 정한 날이나 시간에 서비스를 일시적으로 중단할 수 있으며 이러한 경우 “회사”는 사전에 이를 홈페이지 또는 개별 서비스에 공지합니다."
,"제 11 조 (""서비스""의 제공 및 이용)",4. “회사”는 긴급하거나 부득이한 사유로 인해 예고 없이 일시적으로 서비스를 중단할 수 있으며 이럴 경우에는 사후에 이를 공지합니다. 만일 새로운 서비스로의 교체 등 “회사”가 적절하다고 판단하는 사유에 의하여 현재 제공되는 서비스를 완전히 중단할 수 있습니다.
,"제 11 조 (""서비스""의 제공 및 이용)","5. “회사”는 천재지변, 정전, 국가비상사태, 서비스 설비의 장애 또는 서비스 이용의 폭주, 기간 통신 사업자의 설비 보수 또는 점검 등으로 정상적인 서비스 제공이 불가능할 경우 서비스의 일부 또는 전부를 제한하거나 잠정적으로 중지할 수 있습니다. 다만, 이 경우 그 사유 및 기간 등을 회원에게 사전 또는 사후에 공지합니다."
,"제 11 조 (""서비스""의 제공 및 이용)","6. “회사”는 이용자들을 대상으로 일정 기간 동안 테스트 목적으로 게임을 포함한 서비스를 제공할 수 있습니다. 테스트의 경우 안정성, 밸런스 조정 등을 위해 데이터의 변경, 추가, 삭제 등이 실시될 수 있으며 테스트 기간 동안 이용자가 생성한 서비스 관련 데이터는 초기화될 수 있습니다."
,"제 11 조 (""서비스""의 제공 및 이용)","7. 법령에서 특정 ""이용자""를 대상으로 하여 ""서비스""의 제공을 금지하도록 하는 경우 해당 ""이용자""에게 사용을 제한할 수 있습니다."
,제 12 조 (링크),"1. ""회사""는 ""서비스""에서 제3자의 웹사이트에 대한 연결, 광고, 서비스, 특별 요청, 이벤트 또는 다른 활동을 위해 링크를 포함할 수 있으며 ""이용자""는 ""회사""가 이러한 링크에 대하여 어떠한 책임도 없고 신뢰를 보장할 수 없는 것에 대해 인정하고 동의합니다."
,제 12 조 (링크),"2. ""회사""는 ""이용자""가 이용하는 제3자의 링크에 연결된 콘텐츠, 생산품 그리고 서비스에서도 ""이용자""의 개인 정보 보호 책임은 없습니다."
,"제13 조 (""서비스""의 변경 및 중지)","1. ""회사""는 필요에 따라 제공하고 있는 전체 서비스를 변경하거나 일부 서비스를 수시로 변경 또는 중단할 수 있습니다."
,"제13 조 (""서비스""의 변경 및 중지)","2. ""회사""는 서비스 내용, 부가 서비스, 이용방법, 이용 시간에 대하여 변경 또는 ""서비스""의 중단이 있는 경우에는 관련 내용을 충분히 인지할 수 있는 방법으로 기간을 두고 사전에 공지합니다. 단, 사전에 통지할 수 없는 부득이한 경우에는 사후에 공지합니다."
