장,조,내용
제1장 총칙,제2조 (용어의 정의),"http://www.golfercareplus.com6. ""휴면회원""이란 본 약관에 정해진 바에 따라 서비스 이용이 정지된 회원을 말합니다."
제1장 총칙,제2조 (용어의 정의),"http://www.golfercareplus.com7. “준회원가입”이란 본 약관에 정해진 가입 절차를 통하지 않고 회사의 영업점에서 직원을 통해 이름, 휴대폰번호 만으로 가입하는 것을 말합니다."
제1장 총칙,제2조 (용어의 정의),http://www.golfercareplus.com8. 회원 ID (이하 “아이디”라 함)란 회원의 식별 및 서비스 이용을 위하여 회원의 신청에 따라 회사가 회원별로 부여하는 고유한 문자와 숫자의 조합을 말합니다.
제1장 총칙,제2조 (용어의 정의),"http://www.golfercareplus.com9. PASSWORD (이하 “비밀번호”라 함)는 회원 아이디로 식별되는 회원의 본인여부를 검증하고 로그인을 하기 위해, 회원 아이디와 함께 회원이 설정하여 회사에 등록한 고유한 문자와 숫자의 조합을 말합니다."
제1장 총칙,제2조 (용어의 정의),http://www.golfercareplus.com10. “점주회원(사이트오너 SO)” (이하 “사업주”라 함)이란 회사가 서비스를 제공하기로 승인한 골프존의 GS제품을 설치하여 매장에서 영리를 목적으로 사업을 하는 사업자 대표를 말합니다.
제1장 총칙,제2조 (용어의 정의),http://www.golfercareplus.com11. “골프존 매장” (이하 “사업장”이라 함)이란 사업주가 골프존의 제품을 구입하고 회사가 서비스를 제공하기로 승인한 골프존 제품 설치 매장을 말합니다.
제1장 총칙,제2조 (용어의 정의),http://www.golfercareplus.com12. “골프존 시뮬레이터 제품” 혹은 골프 시뮬레이터(이하 “골프존의 제품”이라 함)란 실내에서 골프를 즐길 수 있도록 제작된 골프존 시스템(이하 “GS”라 함) 또는 골프존 드라이빙 레인지(이하 “GDR”이라 함) 시스템이 탑재된 제품으로 시뮬레이션 골프는 스크린 골프라고도 합니다.
제1장 총칙,제2조 (용어의 정의),http://www.golfercareplus.com13. “골프존 아카데미”란 GDR 시스템을 이용해 레슨을 받을 수 있는 신개념 골프 연습장 서비스를 말합니다.
제1장 총칙,제2조 (용어의 정의),http://www.golfercareplus.com14. “필드 부킹”이라 함은 회원이 멤버십 홈페이지를 통해 회사와 제휴 관계에 있는 골프장을 예약할 수 있는 서비스를 말합니다.
제1장 총칙,제2조 (용어의 정의),"http://www.golfercareplus.com15. “온라인 몰(Mall)” 이란 (이하 “몰”이라 함) 회사가 재화 또는 용역(이하 “재화 등”이라 함)을 이용자에게 제공하기 위해 컴퓨터 등 정보통신설비를 이용하여 재화 등을 거래할 수 있도록 설정한 가상의 영업장을 말하며, 몰의 종류는 추후 변동될 수 있습니다."
제1장 총칙,제2조 (용어의 정의),"http://www.golfercareplus.com16. “골프존 멤버십 서비스”란 하나의 아이디와 비밀번호로 로그인하여 서비스를 이용할 수 있는 통합회원 서비스와 회사가 제공하는 마일리지 적립·사용, 할인, 이벤트 참여 등의 전반적인 마일리지 프로그램을 말합니다."
제1장 총칙,제2조 (용어의 정의),"http://www.golfercareplus.com17. 골프존 멤버십 참여사(이하 “참여사”라 함)란 회사 중 골프존 멤버십 서비스를 제공하고 회원을 공유하는 업체로서 ㈜골프존유통, ㈜골프존카운티 등으로 추후 추가될 수 있으며 골프존닷컴(www.golfzon.com)을 통해 고지 합니다."
제1장 총칙,제2조 (용어의 정의),"http://www.golfercareplus.com18. “영업점”이란 “회사”또는 “참여사”의 직원이 일정한 장소에 상주하여 고객에게 상품 및 서비스를 제공하는 매장을 말하며, “골프존 마켓” 매장, “더 골프 애비뉴” 매장, ㈜골프존 카운티가 운영하는 골프장 등으로 추후 추가될 수 있습니다."
제1장 총칙,제2조 (용어의 정의),http://www.golfercareplus.com19. 골프존 멤버십 제휴 업체 또는 제휴가맹점(이라 “제휴가맹점”이라 함)은 골프존 멤버십 서비스를 제공하기 위해 회사와 계약하여 서비스를 제공하는 자를 말합니다.
제1장 총칙,제2조 (용어의 정의),"http://www.golfercareplus.com20. ""골프대디(GOLF DADDY)서비스""는 골프존 멤버십서비스를 제공받는 ""회원""이 일정의 금액을 지불하고 골프존 멤버십 참여사, 골프존 멤버십 제휴 업체 및 제휴가맹점으로부터 할인, 유료콘텐츠 이용 등의 혜택을 받을 수 있는 유료서비스입니다."
제1장 총칙,제2조 (용어의 정의),"http://www.golfercareplus.com21. 골프존 멤버십카드(이하 ""카드"" 또는 문맥에 따라 ""멤버십카드""라 함)란 회사가 회원에게 발급하여 골프존 멤버십 마일리지를 정상적으로 이용하도록 사용 승인한 카드(모바일카드 포함)로 회사의 정책에 따라 다양한 제휴 카드가 있을 수 있습니다."
제1장 총칙,제2조 (용어의 정의),"http://www.golfercareplus.com22. 골프존 마일리지(이하 “마일리지”라 함)란 다음 각 호의 마일리지를 말하며, 모든 마일리지는 이자를 지급하지 않습니다."
제1장 총칙,제2조 (용어의 정의),"http://www.golfercareplus.com22. 골프존 마일리지(이하 “마일리지”라 함)란 다음 각 호의 마일리지를 말하며, 모든 마일리지는 이자를 지급하지 않습니다.1) 적립형 마일리지 : 이용자가 회사 또는 참여사에서 상품을 구매하거나 서비스를 이용하고 그에 따른 대금을 결제하였을 때 또는 이벤트에 참여하였을 때 회사 또는 참여사가 무상으로 발행한 마일리지"
제1장 총칙,제2조 (용어의 정의),"http://www.golfercareplus.com22. 골프존 마일리지(이하 “마일리지”라 함)란 다음 각 호의 마일리지를 말하며, 모든 마일리지는 이자를 지급하지 않습니다.2) 환급형 마일리지 : 회원이 회사 또는 참여사가 지정한 이용권(지류, 카드, 모바일 등) 등록을 통해 적립하거나 특정 이벤트에 참여하여 적립한 후, 현금으로 환급받을 수 있는 마일리지"
제1장 총칙,제2조 (용어의 정의),"http://www.golfercareplus.com22. 골프존 마일리지(이하 “마일리지”라 함)란 다음 각 호의 마일리지를 말하며, 모든 마일리지는 이자를 지급하지 않습니다.3) 충전형 마일리지 : 회사가 발행하고 회원이 직접 충전(구매)할 수 있는 마일리지"
제1장 총칙,제2조 (용어의 정의),http://www.golfercareplus.com23. 골프존 리얼 카드 또는 비전 카드(이하 “로그인카드”라 함)란 사업장에서 골프존 시뮬레이터 제품에서 골프존의 서비스에 로그인할 수 있는 카드로 각 사업장에서 발급받을 수 있는 카드를 말합니다.
제1장 총칙,제2조 (용어의 정의),http://www.golfercareplus.com24. “골프존 아마추어 투어” (이하 “GATOUR”라 함)란 회사가 아마추어 골퍼를 대상으로 개최하는 시뮬레이션 골프대회를 말합니다.
제1장 총칙,제2조 (용어의 정의),"http://www.golfercareplus.com25. “오픈 골프존 라이브 페스티벌” (이하 “OPEN GLF”라 함)이란 회사 또는 사업주, 회원이 자유롭게 개최하고 참가할 수 있는 시뮬레이션 골프대회를 말합니다."
제1장 총칙,제2조 (용어의 정의),"http://www.golfercareplus.com26. “GTOUR, WGTOUR” (이하 “G투어”라 함)란 회사가 국내외 프로골프협회의 프로골퍼들과 골프존 G투어 프로 등급 회원을 대상으로 개최하는 시뮬레이션 프로골프 투어를 말합니다."
제1장 총칙,제2조 (용어의 정의),"http://www.golfercareplus.com27. “G투어 프로” 란 G투어 프로 가입 신청을 하여 회사의 승인을 득한 회원을 말하며, 가입대상은 국내외 프로골프협회 소속 프로골퍼 또는 골프존 마스터 등급 회원으로 제한됩니다."
제1장 총칙,제2조 (용어의 정의),"http://www.golfercareplus.com28. “게시물” 이란 회사나 회원이 멤버십 홈페이지 내에서 게시한 글, 사진, 각종 파일, 링크 등을 말합니다."
제1장 총칙,제2조 (용어의 정의),"http://www.golfercareplus.com29. ""골프존 라이브 서비스""라 함은 이용자가 골프존으로부터 이용하는 모든 서비스(최신S/W 이용, GATOUR, GLF, 골프존닷컴서비스, 온라인 골프코스 이용, 사용자 게임기록, 이벤트 진행 등)로서, ""골프존2 서비스""와 ""골프존리얼 서비스"", “골프존비전 서비스”, “골프존비전플러스 서비스” 등으로 구성됩니다."
제1장 총칙,제2조 (용어의 정의),"http://www.golfercareplus.com30. ""골프존 라이브 서비스 이용료""라 함은 이용자가 ""골프존 라이브 서비스""를 사용하는데 지불하는 비용을 말하며, 온라인 골프코스 이용시 지불하는 형식으로 징수됩니다."
제1장 총칙,제2조 (용어의 정의),"http://www.golfercareplus.com31. “콘텐츠”란 회원이 회사로부터 유상으로 구입 하거나, 회사 또는 다른 회원으로부터 무상으로 제공 받아, 회사의 서비스 이용 시 사용할 수 있는 부호/문자/도형/색패/음성/음향/이미지 및 영상 등 (혹은 이들의 복합체)의 자료 또는 정보를 말합니다."
제1장 총칙,제2조 (용어의 정의),"http://www.golfercareplus.com32.”신유형상품권”란 회사가 일정한 금액, 물품 또는 용역의 수량(이하 ‘금액 등’이라 함)이 전자적 방법으로 저장되어 있거나, 전자정보가 기록되어 있다는 것이 기재된 증표를 발행하고 이용자는 이를 유상으로 구입하거나, 회사 또는 다른 회원으로부터 무상으로 제공 받아, 회사가 기재한 증표 내용에 따라 재화 또는 용역을 제공받을 수 있는 것을 말합니다."
제1장 총칙,제2조 (용어의 정의),"http://www.golfercareplus.com32.”신유형상품권”란 회사가 일정한 금액, 물품 또는 용역의 수량(이하 ‘금액 등’이라 함)이 전자적 방법으로 저장되어 있거나, 전자정보가 기록되어 있다는 것이 기재된 증표를 발행하고 이용자는 이를 유상으로 구입하거나, 회사 또는 다른 회원으로부터 무상으로 제공 받아, 회사가 기재한 증표 내용에 따라 재화 또는 용역을 제공받을 수 있는 것을 말합니다.- 형태에 따른 분류"
제1장 총칙,제2조 (용어의 정의),가) 전자형 상품권: 금액 등이 전자적 장치(전자카드 등)에 저장된 상품권
제1장 총칙,제2조 (용어의 정의),나) 모바일 상품권: 금액 등이 전자정보로 기록되어 있음이 기재된 증표가 모바일기기에 저장되고 제시함으로서 가용 가능한 상품권
제1장 총칙,제2조 (용어의 정의),다) 온라인 상품권: 온라인상으로만 조회 및 사용이 가능한 상품권
제1장 총칙,제2조 (용어의 정의),라) 충전형 마일리지 : 회사가 운영하는 마일리지 서비스 내에서 구매(충전)하여 사용이 가능한 상품권
제1장 총칙,제2조 (용어의 정의),라) 충전형 마일리지 : 회사가 운영하는 마일리지 서비스 내에서 구매(충전)하여 사용이 가능한 상품권- 사용방법에 따른 분류
제1장 총칙,제2조 (용어의 정의),가) 금액형 상품권: 상품권에 기재된 금액에 상응하는 물품 또는 용역을 제공받을 수 있는 상품권
제1장 총칙,제2조 (용어의 정의),나) 물품형 상품권: 상품권에 기재된 물품을 제공 받을 수 있는 상품권
제1장 총칙,제2조 (용어의 정의),다) 용역형 상품권: 상품권에 기재된 용역을 제공 받을 수 있는 상품권
제1장 총칙,제2조 (용어의 정의),"다) 용역형 상품권: 상품권에 기재된 용역을 제공 받을 수 있는 상품권33.""비전홈""이란 스크린 시뮬레이션 S/W와 구동에 필요한 가정용 디바이스 기기를 말합니다."
제1장 총칙,제2조 (용어의 정의),약관에서 사용하는 용어 중 약관 제2조에서 정의되지 않은 용어의 의미는 일반적인 거래관행에 의합니다.
제1장 총칙,제3조 (통합회원제의 운영),"1. 회원은 통합된 하나의 계정(아이디, 비밀번호)를 통해 본 약관 제2조에 기재한 “멤버십 홈페이지”의 서비스 및 GS, GDR, 비전홈 서비스를 이용할 수 있습니다."
제1장 총칙,제3조 (통합회원제의 운영),"2. 회사는 멤버십 홈페이지의 특정 서비스를 제공하기 위해 회원에게 별도 또는 추가적인 가입 절차를 요청할 수 있으며, 이러한 특정 서비스를 이용할 경우 해당 “멤버십 홈페이지” 및 서비스에 대한 이용약관 또는 세칙이 본 약관보다 우선하여 적용됩니다."
제1장 총칙,제3조 (통합회원제의 운영),"3. 회사는 회원이 “멤버십 홈페이지”를 쉽게 이용할 수 있도록 통합회원제도를 관리하며, “멤버십 홈페이지” 또는 “서비스”를 개선, 변경할 수 있습니다."
제1장 총칙,제3조 (통합회원제의 운영),"4. 통합회원제가 적용이 되는 “멤버십 홈페이지”에 대한 정보는 “멤버십 홈페이지” 초기 화면에 공지하거나 회원에서 전자우편으로 알릴 수 있으며, 별도 약관으로 명시하지 않는 한 본 약관이 적용됩니다."
제1장 총칙,"제4조 (약관의 명시, 효력 및 개정)","1. 회사는 약관의 내용과 상호 및 대표자 성명, 영업소 소재지 주소(소비자의 불만을 처리할 수 있는 곳의 주소를 포함), 전화번호, 모사전송번호, 전자우편주소, 사업자등록번호, 통신판매업신고번호, 개인정보관리책임자등을 이용자가 확인할 수 있도록 멤버십 홈페이지 초기 서비스 화면에 게시합니다. 약관의 내용은 이용자가 연결화면을 통하여 볼 수 있도록 할 수 있습니다."
제1장 총칙,"제4조 (약관의 명시, 효력 및 개정)",2. 회사는 관련 법령을 위배하지 아니하는 범위 내에서 약관의 내용을 변경할 수 있습니다.
제1장 총칙,"제4조 (약관의 명시, 효력 및 개정)","3. 회사가 약관을 변경하는 경우 적용일자, 개정사유를 명시하여 현행약관과 함께 멤버십 홈페이지에 그 적용일자 7일 이전부터 적용일자 전일까지 약관변경사실을 공지하면, 약관변경의 효력이 발생합니다. 다만 회원에게 불리하게 약관내용을 변경하는 경우에는 최소한 30일 이상의 사전 유예기간을 두고 공지하고 회원에게 개별적으로 전자우편을 전송하는 방법으로 고지합니다."
제1장 총칙,"제4조 (약관의 명시, 효력 및 개정)","4. 회원은 변경된 약관에 대해 동의하지 않을 권리가 있으며, 변경된 약관에 동의하지 않을 경우 회사 또는 회원은 서비스 이용계약을 해지할 수 있습니다."
제1장 총칙,"제4조 (약관의 명시, 효력 및 개정)",5. 회사가 약관을 개정할 경우에는 개정 약관 공지 또는 고지 후 개정 약관의 적용에 대한 회원의 동의 여부를 확인합니다. 개정 약관 공지 또는 고지 시 회원이 동의 또는 거부의 의사표시를 하지 않으면 승낙한 것으로 간주하겠다는 내용도 함께 공지 또는 고지한 경우에는 회원이 약관 시행일까지 거부 의사를 표시하지 않는다면 개정 약관에 동의한 것으로 간주할 수 있습니다.
제1장 총칙,제5조 (서비스의 종류 및 제공 등),1. 회사가 제공하는 서비스의 종류는 다음과 같습니다.
제1장 총칙,제5조 (서비스의 종류 및 제공 등),1. 회사가 제공하는 서비스의 종류는 다음과 같습니다.가) 골프존의 제품 및 골프장에서 로그인하여 사용하는 온라인 서비스
제1장 총칙,제5조 (서비스의 종류 및 제공 등),"1. 회사가 제공하는 서비스의 종류는 다음과 같습니다.나) 멤버십 홈페이지 또는 모바일 애플리케이션을 통한 GS 및 GDR 이용기록, 골프장 이용기록 관련 서비스"
제1장 총칙,제5조 (서비스의 종류 및 제공 등),"1. 회사가 제공하는 서비스의 종류는 다음과 같습니다.다) 소셜 네트워킹 서비스 (피드, 탐색 등)"
제1장 총칙,제5조 (서비스의 종류 및 제공 등),"1. 회사가 제공하는 서비스의 종류는 다음과 같습니다.라) 게시판형 서비스 (포토갤러리, 칼럼, 뉴스 등), 개인 맞춤형 앨범 서비스"
제1장 총칙,제5조 (서비스의 종류 및 제공 등),1. 회사가 제공하는 서비스의 종류는 다음과 같습니다.마) 재화 등 및 콘텐츠에 대한 정보 제공 및 구매 계약의 체결
제1장 총칙,제5조 (서비스의 종류 및 제공 등),1. 회사가 제공하는 서비스의 종류는 다음과 같습니다.바) 구매 계약이 체결된 재화 또는 용역의 배송
제1장 총칙,제5조 (서비스의 종류 및 제공 등),1. 회사가 제공하는 서비스의 종류는 다음과 같습니다.사) 골프장 예약을 위한 필드부킹 서비스
제1장 총칙,제5조 (서비스의 종류 및 제공 등),1. 회사가 제공하는 서비스의 종류는 다음과 같습니다.아) 기타 “회사”가 직접 또는 제휴사와 공동으로 진행하는 이벤트 서비스 등 “이용자”에게 제공하는 일체의 서비스
제1장 총칙,제5조 (서비스의 종류 및 제공 등),"1. 회사가 제공하는 서비스의 종류는 다음과 같습니다.자) 골프장의 정보, 코스 공략 정보, 골프장 주변정보 등을 제공하는 맞춤형 플랫폼 서비스"
제1장 총칙,제5조 (서비스의 종류 및 제공 등),"2. 서비스 제공은 회사의 업무상 또는 기술상 특별한 사정이 없는 한 연중무휴, 1일 24시간 운영을 원칙으로 합니다."
제1장 총칙,제5조 (서비스의 종류 및 제공 등),"3. 회사는 시스템 정기점검, 증설, 교체 및 또는 운영상의 상당한 이유가 있는 경우 서비스를 일시적으로 중단할 수 있고, 이 경우 예정된 작업으로 인한 서비스의 일시중단은 멤버십 홈페이지를 통해 사전에 공지 됩니다."
제1장 총칙,제5조 (서비스의 종류 및 제공 등),"4. 회사는 긴급한 시스템 점검, 증설, 교체, 설비장애, 고장, 통신투절, 서비스 이용의 폭주, 국가비상상태, 정전, 천재지변 등 부득이한 사유가 발생한 경우 사전 예고없이 일시적으로 서비스의 전부 또는 일부를 중단할 수 있습니다."
제1장 총칙,제5조 (서비스의 종류 및 제공 등),5. 회사는 서비스의 개편 등 서비스 운영상 필요하다고 판단되는 경우 회원에게 사전 고지한 후 서비스의 전부 또는 일부를 제공 중단할 수 있습니다.
제1장 총칙,제5조 (서비스의 종류 및 제공 등),"6. 회사는 회원에게 이메일이나 서신, SMS, 전화 등의 방법을 이용하여 서비스 이용에 필요가 있다고 인정되는 각종 정보를 제공할 수 있습니다."
제1장 총칙,제5조 (서비스의 종류 및 제공 등),7. 회사가 회원에 대하여 통지하는 경우 회원이 회사에 등록한 이메일이나 전자쪽지 등으로 할 수 있습니다.
제1장 총칙,제5조 (서비스의 종류 및 제공 등),"8. 회사는 불특정 다수의 회원에게 통지를 해야 할 경우 게시판을 통해 7일 이상 게재함으로써 개별통지에 갈음할 수 있습니다. 다만, 회원의 거래와 관련하여 중대한 영향을 미치는 사항에 대하여는 개별 통지를 합니다."
제1장 총칙,제6조 (골프존 멤버십 서비스 개요),1. 회사 및 참여사가 본 약관에 정해진 바에 따라 회원 및 준회원에게 제공하는 골프존 멤버십 서비스는 아래와 같습니다.
제1장 총칙,제6조 (골프존 멤버십 서비스 개요),1. 회사 및 참여사가 본 약관에 정해진 바에 따라 회원 및 준회원에게 제공하는 골프존 멤버십 서비스는 아래와 같습니다.가) 마일리지 적립 서비스
제1장 총칙,제6조 (골프존 멤버십 서비스 개요),"1. 회사 및 참여사가 본 약관에 정해진 바에 따라 회원 및 준회원에게 제공하는 골프존 멤버십 서비스는 아래와 같습니다.이용자와 준회원 또는 회원은 회사 및 참여사에서 재화/서비스 구매, 이벤트 참여 또는 지정된 이용권 등록 시 마일리지를 적립 받을 수 있습니다. 단, 회사 및 참여사의 사정, 정책에 따라 회사 또는 참여사의 일부 영업점, 일부 온라인 몰의 경우 적립을 위하여 추가적인 요건이 필요할 수 있으며, 적립이 불가하거나 적립률이 별도로 적용 될 수 있습니다. 이 경우 “멤버십 홈페이지” 및 해당 참여사 영업점이나 온라인 몰에 해당 내용을 별도 표기 또는 안내 합니다."
제1장 총칙,제6조 (골프존 멤버십 서비스 개요),1. 회사 및 참여사가 본 약관에 정해진 바에 따라 회원 및 준회원에게 제공하는 골프존 멤버십 서비스는 아래와 같습니다.나) 마일리지 사용 서비스
제1장 총칙,제6조 (골프존 멤버십 서비스 개요),"1. 회사 및 참여사가 본 약관에 정해진 바에 따라 회원 및 준회원에게 제공하는 골프존 멤버십 서비스는 아래와 같습니다.회원 및 준회원은 마일리지를 사용하여 회사 및 참여사에서 지정한 상품 또는 서비스를 구입할 수 있습니다. 단, 회원이 매장에서 마일리지를 사용 하기 위해서는 반드시 발급된 카드 실물 (모바일 카드 포함)을 제시하여야 합니다."
제1장 총칙,제6조 (골프존 멤버십 서비스 개요),1. 회사 및 참여사가 본 약관에 정해진 바에 따라 회원 및 준회원에게 제공하는 골프존 멤버십 서비스는 아래와 같습니다.다) 마일리지 구매(충전) 서비스
제1장 총칙,제6조 (골프존 멤버십 서비스 개요),"1. 회사 및 참여사가 본 약관에 정해진 바에 따라 회원 및 준회원에게 제공하는 골프존 멤버십 서비스는 아래와 같습니다.회원은 회사가 제공하는 마일리지 구매 페이지를 통해 마일리지를 구매할 수 있습니다. 이때, 회사는 경우에 따라 일정한 충전 수수료를 부과할 수 있으며, 상세내용은 홈페이지에 기재하여 알려드립니다."
제1장 총칙,제6조 (골프존 멤버십 서비스 개요),1. 회사 및 참여사가 본 약관에 정해진 바에 따라 회원 및 준회원에게 제공하는 골프존 멤버십 서비스는 아래와 같습니다.라) 마일리지 환급 서비스
제1장 총칙,제6조 (골프존 멤버십 서비스 개요),"1. 회사 및 참여사가 본 약관에 정해진 바에 따라 회원 및 준회원에게 제공하는 골프존 멤버십 서비스는 아래와 같습니다.회원은 환급형 마일리지를 회사 및 참여사가 지정한 사이트에서 현금으로 교환해 줄 것을 요청할 수 있으며, 회사는 해당 현금을 회원이 지정한 회원 명의 계좌로 입금합니다."
제1장 총칙,제6조 (골프존 멤버십 서비스 개요),1. 회사 및 참여사가 본 약관에 정해진 바에 따라 회원 및 준회원에게 제공하는 골프존 멤버십 서비스는 아래와 같습니다.마) 골프대디(GOLF DADDY)서비스
제1장 총칙,제6조 (골프존 멤버십 서비스 개요),"1. 회사 및 참여사가 본 약관에 정해진 바에 따라 회원 및 준회원에게 제공하는 골프존 멤버십 서비스는 아래와 같습니다.회원은 일정의 금액을 지불하여 별도의 할인, 유료콘텐츠 이용 등의 혜택을 받을 수 있습니다. 제공 혜택은 골프존 멤버십 참여사, 골프존 멤버십 제휴 업체 및 제휴 가맹점의 사정에 따라 변경 될 수 있으며, 자세한 내용은 골프 대디 서비스 안내 페이지를 통해 공지 됩니다."
제1장 총칙,제6조 (골프존 멤버십 서비스 개요),1. 회사 및 참여사가 본 약관에 정해진 바에 따라 회원 및 준회원에게 제공하는 골프존 멤버십 서비스는 아래와 같습니다.바) 할인 서비스
제1장 총칙,제6조 (골프존 멤버십 서비스 개요),1. 회사 및 참여사가 본 약관에 정해진 바에 따라 회원 및 준회원에게 제공하는 골프존 멤버십 서비스는 아래와 같습니다.회원은 회사와 참여사에서 상품 또는 서비스 구입 시에 회사 및 참여사의 정책에 따라 상품 구매액의 일부를 할인 받으실 수 있습니다.
제1장 총칙,제6조 (골프존 멤버십 서비스 개요),1. 회사 및 참여사가 본 약관에 정해진 바에 따라 회원 및 준회원에게 제공하는 골프존 멤버십 서비스는 아래와 같습니다.사) 통합 아이디 서비스
제1장 총칙,제6조 (골프존 멤버십 서비스 개요),1. 회사 및 참여사가 본 약관에 정해진 바에 따라 회원 및 준회원에게 제공하는 골프존 멤버십 서비스는 아래와 같습니다.회원은 회사 및 참여사의 멤버십 홈페이지를 하나의 회원 아이디와 비밀번호로 사용할 수 있는 통합회원 인증 서비스를 이용할 수 있습니다.
제1장 총칙,제6조 (골프존 멤버십 서비스 개요),1. 회사 및 참여사가 본 약관에 정해진 바에 따라 회원 및 준회원에게 제공하는 골프존 멤버십 서비스는 아래와 같습니다.아) 앨범서비스
제1장 총칙,제6조 (골프존 멤버십 서비스 개요),"1. 회사 및 참여사가 본 약관에 정해진 바에 따라 회원 및 준회원에게 제공하는 골프존 멤버십 서비스는 아래와 같습니다.회원은 스크린, 필드 등 골프존 멤버십 서비스 및 제휴사에 누적 또는 저장된 라운드 정보(라운드 일시, 스코어, 동반자 정보, 사진, 영상 등) 기반의 개인 맞춤형 앨범 서비스를 이용할 수 있습니다. 서비스 방향에 따라 일부 콘텐츠는 유료로 이용 가능할 수 있으며, 상세 내용은 앨범 서비스 안내 페이지를 통해 공지됩니다."
제1장 총칙,제6조 (골프존 멤버십 서비스 개요),1. 회사 및 참여사가 본 약관에 정해진 바에 따라 회원 및 준회원에게 제공하는 골프존 멤버십 서비스는 아래와 같습니다.자) 비전홈 서비스
제1장 총칙,제6조 (골프존 멤버십 서비스 개요),"1. 회사 및 참여사가 본 약관에 정해진 바에 따라 회원 및 준회원에게 제공하는 골프존 멤버십 서비스는 아래와 같습니다.회원은 비전홈으로 홈 스크린 시뮬레이션 서비스를 이용할 수 있습니다. 서비스 방향에 따라 일부 콘텐츠는 유료로 이용 가능하며, 상세 내용은 비전홈 페이지를 통해 공지됩니다."
