장,조,내용
,제 6조 서비스의 이용신청에 관한 사항,"2. 회사는 회원가입신청자의 신청에 대해 업무상 또는 기술상으로 지장이 없는 경우에 한하여 원칙적으로 접수순서에 따라 서비스 이용을 승낙합니다. 다만, 아래의 각 호에 해당하는 경우에 회사는 회원가입신청을 승낙하지 않거나 사후에 이용계약을 해지할 수 있습니다.⑬ 기타 회사의 귀책사유로 이용승낙이 곤란한 경우."
,제 6조 서비스의 이용신청에 관한 사항,"3. 제2항의 승낙을 함에 있어, 회사는 관계법령 및 회사의 정책에 따라 서비스의 이용 가능한 범위, 시간, 횟수 등에 차등을 두어 이를 승낙할 수 있습니다."
,제 6조 서비스의 이용신청에 관한 사항,"4. 회사는 서비스와 관련된 설비의 여유가 없거나, 기술상 또는 업무상 문제가 있는 경우에는 승낙을 유보할 수 있습니다."
,제 6조 서비스의 이용신청에 관한 사항,"5. 제2항과 제3항에 따라 회원 가입신청의 승낙을 하지 아니하거나 유보한 경우, 회사는 원칙적으로 이를 가입신청자에게 알리도록 합니다."
,제 6조 서비스의 이용신청에 관한 사항,6. 제1항 및 제2항과 관련하여 회사는 사전 또는 사후에 회원에게 전문기관을 통한 실명확인 및 본인인증을 요청할 수 있습니다.
,제 6조 서비스의 이용신청에 관한 사항,7. 이용계약의 성립 시기는 회사가 가입완료를 신청절차 상에서 표시한 시점으로 합니다.
,제 6조 서비스의 이용신청에 관한 사항,"8. 회사는 회원에 대해 회사정책에 따라 등급별로 구분하여 이용시간, 이용횟수, 서비스 메뉴 등을 세분하여 이용에 차등을 둘 수 있습니다."
,제 7조 고객의 아이디 및 비밀번호와 관련된 사항,1. 회사는 본 이용약관에 규정된 바와 같이 고객님께서 선정한 아이디를 부여하는 것을 원칙으로 합니다.
,제 7조 고객의 아이디 및 비밀번호와 관련된 사항,"2. 고객님의 아이디는 원칙적으로 변경하실 수 없으며, 부득이한 사유로 아이디의 변경을 원하는 경우에는 해당 아이디를 해지 또는 탈퇴한 후에 재가입하여야 합니다. 재가입은 탈퇴일로부터 30일이 경과하는 시점부터 가능합니다."
,제 7조 고객의 아이디 및 비밀번호와 관련된 사항,"3. 고객님의 아이디가 아래의 사항에 해당한다고 판단되는 경우에 회사는 고객님에게 아이디 변경요청을 할 수 있으며, 아이디 변경을 원치 않는 고객님께서는 서비스 해지를 요청하실 수 있습니다."
,제 7조 고객의 아이디 및 비밀번호와 관련된 사항,"3. 고객님의 아이디가 아래의 사항에 해당한다고 판단되는 경우에 회사는 고객님에게 아이디 변경요청을 할 수 있으며, 아이디 변경을 원치 않는 고객님께서는 서비스 해지를 요청하실 수 있습니다.① 아이디가 고객님 혹은 타인의 주민등록번호나 전화번호(휴대전화번호 포함) 및 기타 사생활에 관련된 정보를 포함하고 있는 경우."
,제 7조 고객의 아이디 및 비밀번호와 관련된 사항,"3. 고객님의 아이디가 아래의 사항에 해당한다고 판단되는 경우에 회사는 고객님에게 아이디 변경요청을 할 수 있으며, 아이디 변경을 원치 않는 고객님께서는 서비스 해지를 요청하실 수 있습니다.② 아이디가 타인에게 혐오감이나 위협을 느끼게 하는 표현을 포함하고 있는 경우."
,제 7조 고객의 아이디 및 비밀번호와 관련된 사항,"3. 고객님의 아이디가 아래의 사항에 해당한다고 판단되는 경우에 회사는 고객님에게 아이디 변경요청을 할 수 있으며, 아이디 변경을 원치 않는 고객님께서는 서비스 해지를 요청하실 수 있습니다.③ 아이디가 음란한 표현이나 욕설 등을 포함하고 있는 경우."
,제 7조 고객의 아이디 및 비밀번호와 관련된 사항,"3. 고객님의 아이디가 아래의 사항에 해당한다고 판단되는 경우에 회사는 고객님에게 아이디 변경요청을 할 수 있으며, 아이디 변경을 원치 않는 고객님께서는 서비스 해지를 요청하실 수 있습니다.④ 아이디가 서비스 운영자 혹은 회사의 관계자로 오인할 수 있는 표현을 포함하고 있는 경우."
,제 7조 고객의 아이디 및 비밀번호와 관련된 사항,"3. 고객님의 아이디가 아래의 사항에 해당한다고 판단되는 경우에 회사는 고객님에게 아이디 변경요청을 할 수 있으며, 아이디 변경을 원치 않는 고객님께서는 서비스 해지를 요청하실 수 있습니다.⑤ 아이디가 회사의 주요한 정책이나 법령에 위반되는 내용을 포함하고 있는 경우."
,제 7조 고객의 아이디 및 비밀번호와 관련된 사항,4. 고객님의 아이디와 비밀번호의 관리에 관한 책임은 고객님에게 있으면 이를 제3자가 이용할 수 없습니다. 따라서 고객님의 귀책사유로 인해 노출된 정보에 대한 책임은 고객님에게 있습니다.
,제 7조 고객의 아이디 및 비밀번호와 관련된 사항,"5. 만약 고객님의 아이디와 비밀번호를 제3자가 사용하고 있는 것을 인지한 때에는 지체 없이 이를 회사에 통보하여야 하며 회사의 안내에 따라야 합니다. 이 경우에 고객님께서 지체 없이 통보하지 않았거나, 지체 없이 회사에 통보한 경우라 하더라도 회사의 안내에 따르지 않은 경우에는 발생한 불이익에 대하여 회사는 책임을 지지 않습니다."
,제 7조 고객의 아이디 및 비밀번호와 관련된 사항,"6. 고객님은 개인정보관리화면을 이용하여 언제든지 본인의 개인정보를 열람하고 수정할 수 있습니다. 다만, 서비스의 관리를 위해 필요한 정보인 실명, 아이디 등은 수정이 불가능합니다."
,제 8조 개인정보 보호에 관한 사항,1. 회사는 정보통신망법 등 관계 법령이 정하는 바에 따라 고객님의 개인정보를 보호하기 위해 노력합니다. 개인정보의 보호 및 사용에 관해서는 관계법령 및 회사의 개인정보처리방침이 적용됩니다.
,제 8조 개인정보 보호에 관한 사항,2. 제1항의 내용에도 불구하고 회사의 공식 사이트 이외의 링크된 사이트에서는 회사의 개인정보처리방침이 적용되지 않습니다.
,제 9조 정보의 제공,"1. 회사는 고객님에게 서비스 이용에 필요가 있다고 인정되는 각종 정보에 대해서 전자우편이나 서신우편 등의 방법으로 고객님에게 제공할 수 있습니다. 다만, 회원탈퇴 이후에는 이러한 정보의 제공이 제한될 수 있습니다."
,제 9조 정보의 제공,2. 회사는 서비스 개선 및 회원 대상의 서비스 소개 등의 목적으로 고객님의 동의 하에 추가적인 개인정보를 요구할 수 있습니다.
,제 9조 정보의 제공,3. 회사는 고객 전체에 대한 통지의 경우 회사의 게시판에 게시함으로써 제1항의 통지에 갈음할 수 있습니다.
,제 9조 정보의 제공,4. 회사는 서비스 개선 등의 목적으로 회원의 개인정보에 해당하지 않는 PC 정보를 수집할 수 있습니다.
,제 9조 정보의 제공,"5. 회사는 서비스를 운영함에 있어 광고 등 각종 정보를 서비스 화면에 게재, 팝업 노출 또는 푸시 알림 등의 방법으로 회원에게 제공할 수 있습니다."
,제 9조 정보의 제공,"6. 회사는 5항에도 불구하고 공지 사항 등 회원이 서비스와 관련하여 반드시 알아야 하는 내용에 대해서는 동의 여부와 관련 없이 서비스 화면 게재, 팝업 노출 또는 푸시 알림 등의 방법으로 그 내용을 회원에게 제공할 수 있습니다."
,제 10조 회사의 의무,"1. 회사는 관계법령과 본 약관이 금지하거나 미풍양속에 반하는 행위를 하지 않으며, 계속적이고 안정적으로 서비스를 제공하기 위하여 최선을 다하여 노력합니다."
,제 10조 회사의 의무,"2. 회사는 고객님께서 안전하게 서비스를 이용할 수 있도록 개인정보(신용정보 포함)보호를 위해 보안시스템을 갖추어야 하며 개인정보처리방침을 공시하고 준수합니다. 다만, 전기통신관련법 등 관계법령에 의하여 관계 국가기관 등의 요구가 있는 경우나 고객님의 권익에 반하지 않는다고 판단된 경우 및 회사가 책임질 수 없는 불가항력으로 발생한 경우는 제외합니다."
,제 10조 회사의 의무,3. 회사는 서비스이용과 관련하여 고객님으로부터 제기된 의견이나 불만이 정당하다고 인정할 경우에는 이를 처리하여야 합니다. 고객님이 제기한 의견이나 불만사항에 대해서는 게시판을 활용하거나 전자우편 등을 통하여 고객님에게 처리과정 및 결과를 전달합니다.
,제 11조 고객님의 의무,"1. 고객님은 본 약관에서 규정하는 사항과 서비스 이용안내, 공지사항 등 회사가 공지하는 사항 및 관계법령을 준수하여야 하며, 기타 회사의 업무에 방해가 되는 행위, 회사의 명예를 손상시키는 행위를 해서는 안됩니다."
,제 11조 고객님의 의무,"2. 고객님은 주소 및 연락처, 전자우편 주소 등 이용계약사항이 변경된 경우에, 회사에서 제공하는 변경 절차를 거쳐 이를 회사에 즉시 알려야 합니다."
,제 11조 고객님의 의무,"3. 회사가 관계법령 및 개인정보처리방침에 의거하여, 그 책임을 지는 경우를 제외하고 고객님에게 부여된 아이디의 비밀번호 관리 소홀, 부정사용에 의하여 발생하는 모든 결과에 대한 책임은 고객님에게 있습니다."
,제 11조 고객님의 의무,"4. 고객님은 회사의 명시적 동의가 없는 한 서비스의 이용권한, 기타 이용계약상의 지위를 타인에게 양도, 증여할 수 없으며 이를 담보로 제공할 수 없습니다."
,제 11조 고객님의 의무,5. 고객님은 회사 및 제3자의 지적 재산권을 침해해서는 안됩니다.
,제 11조 고객님의 의무,"6. 고객님은 다음 각 호에 해당하는 행위를 하여서는 안되며, 해당 행위를 하는 경우에 회사는 고객님의 서비스 이용제한 등의 적법 조치를 포함한 제재를 가할 수 있습니다."
,제 11조 고객님의 의무,"6. 고객님은 다음 각 호에 해당하는 행위를 하여서는 안되며, 해당 행위를 하는 경우에 회사는 고객님의 서비스 이용제한 등의 적법 조치를 포함한 제재를 가할 수 있습니다.① 회원가입신청 또는 변경 시 허위내용을 등록하는 행위 및 다른 고객의 아이디와 비밀번호, 전화번호(또는 휴대전화번호)를 도용하는 행위."
,제 11조 고객님의 의무,"6. 고객님은 다음 각 호에 해당하는 행위를 하여서는 안되며, 해당 행위를 하는 경우에 회사는 고객님의 서비스 이용제한 등의 적법 조치를 포함한 제재를 가할 수 있습니다.② 아이디를 타인과 거래하는 행위."
,제 11조 고객님의 의무,"6. 고객님은 다음 각 호에 해당하는 행위를 하여서는 안되며, 해당 행위를 하는 경우에 회사는 고객님의 서비스 이용제한 등의 적법 조치를 포함한 제재를 가할 수 있습니다.③ 짜고 게임을 하여 남에게 피해를 주는 행위 또는 해킹으로 게임 운영을 방해하는 행위."
,제 11조 고객님의 의무,"6. 고객님은 다음 각 호에 해당하는 행위를 하여서는 안되며, 해당 행위를 하는 경우에 회사는 고객님의 서비스 이용제한 등의 적법 조치를 포함한 제재를 가할 수 있습니다.④ 아이디의 게임상 사이버자산을 매매 또는 유도하는 행위."
,제 11조 고객님의 의무,"6. 고객님은 다음 각 호에 해당하는 행위를 하여서는 안되며, 해당 행위를 하는 경우에 회사는 고객님의 서비스 이용제한 등의 적법 조치를 포함한 제재를 가할 수 있습니다.⑤ 회사로부터 특별한 권리를 부여 받지 않은, 회사의 클라이언트 프로그램을 변경하거나 회사의 서버를 해킹하거나 웹사이트 또는 게시된 정보의 일부분 또는 전체를 임의로 변경하는 행위."
,제 11조 고객님의 의무,"6. 고객님은 다음 각 호에 해당하는 행위를 하여서는 안되며, 해당 행위를 하는 경우에 회사는 고객님의 서비스 이용제한 등의 적법 조치를 포함한 제재를 가할 수 있습니다.⑥ 다른 고객을 희롱하거나, 위협하거나, 특정 고객에게 지속적으로 고통 또는 불편을 주는 행위."
,제 11조 고객님의 의무,"6. 고객님은 다음 각 호에 해당하는 행위를 하여서는 안되며, 해당 행위를 하는 경우에 회사는 고객님의 서비스 이용제한 등의 적법 조치를 포함한 제재를 가할 수 있습니다.⑦ 본 서비스를 통해 얻은 정보를 회사의 사전 승낙 없이 서비스 이용 외의 목적으로 복제하거나 이를 출판 및 방송 등에 사용하거나 제3자에게 제공하는 행위."
,제 11조 고객님의 의무,"6. 고객님은 다음 각 호에 해당하는 행위를 하여서는 안되며, 해당 행위를 하는 경우에 회사는 고객님의 서비스 이용제한 등의 적법 조치를 포함한 제재를 가할 수 있습니다.⑧ 타인의 특허, 상표, 영업비밀, 저작권 기타 지적 재산권을 침해하는 내용을 전송, 게시, 전자우편 또는 기타의 방법으로 타인에게 유포하는 행위."
,제 11조 고객님의 의무,"6. 고객님은 다음 각 호에 해당하는 행위를 하여서는 안되며, 해당 행위를 하는 경우에 회사는 고객님의 서비스 이용제한 등의 적법 조치를 포함한 제재를 가할 수 있습니다.⑨ 공공질서 및 미풍양속에 위반되는 저속, 음란한 내용의 정보, 문장, 도형, 동영상을 전송, 게시, 전자우편 또는 기타의 방법으로 타인에게 유포하는 행위."
,제 11조 고객님의 의무,"6. 고객님은 다음 각 호에 해당하는 행위를 하여서는 안되며, 해당 행위를 하는 경우에 회사는 고객님의 서비스 이용제한 등의 적법 조치를 포함한 제재를 가할 수 있습니다.⑩ 모욕적이거나 위협적이어서 타인의 프라이버시를 침해할 수 있는 내용을 전송, 게시 전자 메일 또는 기타의 방법으로 타인에게 유포하는 행위."
,제 11조 고객님의 의무,"6. 고객님은 다음 각 호에 해당하는 행위를 하여서는 안되며, 해당 행위를 하는 경우에 회사는 고객님의 서비스 이용제한 등의 적법 조치를 포함한 제재를 가할 수 있습니다.⑪ 프로그램의 버그를 악용하여 게임을 하는 행위."
,제 11조 고객님의 의무,"6. 고객님은 다음 각 호에 해당하는 행위를 하여서는 안되며, 해당 행위를 하는 경우에 회사는 고객님의 서비스 이용제한 등의 적법 조치를 포함한 제재를 가할 수 있습니다.⑫ 비정상적인 방법으로 게임상의 사이버자산을 취득하는 행위."
,제 11조 고객님의 의무,"6. 고객님은 다음 각 호에 해당하는 행위를 하여서는 안되며, 해당 행위를 하는 경우에 회사는 고객님의 서비스 이용제한 등의 적법 조치를 포함한 제재를 가할 수 있습니다.⑬ 범죄와 결부된다고 객관적으로 판단되는 행위."
,제 11조 고객님의 의무,"6. 고객님은 다음 각 호에 해당하는 행위를 하여서는 안되며, 해당 행위를 하는 경우에 회사는 고객님의 서비스 이용제한 등의 적법 조치를 포함한 제재를 가할 수 있습니다.⑭ 회사의 승인을 받지 않고 다른 고객의 개인정보를 수집 또는 저장하는 행위."
,제 11조 고객님의 의무,"6. 고객님은 다음 각 호에 해당하는 행위를 하여서는 안되며, 해당 행위를 하는 경우에 회사는 고객님의 서비스 이용제한 등의 적법 조치를 포함한 제재를 가할 수 있습니다.⑮ 기타 관계 법령에 위배되는 행위."
,제 12조 서비스의 제공과 관련된 사항,"1. 서비스의 제공은 회사의 업무상 또는 기술상 특별한 지장이 없는 한 연중무휴, 1일 24시간 운영하는 것을 원칙으로 합니다. 단, 회사는 회사의 정책, 관계법령에 따라 서비스 및 고객별로 이용가능시간, 이용가능횟수 등을 지정할 수 있습니다."
,제 12조 서비스의 제공과 관련된 사항,"2. 시스템 정기점검, 증설 및 교체 등 부득이한 사유로 인하여 회사가 정한 날이나 시간에 일시적으로 서비스가 중단 될 수 있으며 새로운 서비스로의 교체 등 회사가 적절하다고 판단하는 사유에 의하여 현재 제공되는 서비스를 완전히 중단할 수 있습니다."
,제 12조 서비스의 제공과 관련된 사항,3. 회사는 서비스를 특정범위로 분할하여 각 범위 별로 이용가능시간을 별도로 지정할 수 있습니다.
,제 12조 서비스의 제공과 관련된 사항,"4. 제2항과 제3항의 경우에 회사는 제9조(정보의 제공)에 정한 방법으로 고객님에게 통지합니다. 다만, 회사가 사전에 통지할 수 없는 부득이한 사유가 있는 경우 사후에 통지할 수 있습니다."
,제 12조 서비스의 제공과 관련된 사항,5. 회사의 서비스에 대한 해킹 또는 기타의 공격이 있다고 판단되는 경우 원인을 해결하기 위하여 사전 예고 없이 일시적으로 서비스가 중단 될 수 있습니다.
,제 13조 서비스의 변경과 관련된 사항,"1. 회사는 상당한 이유가 있는 경우에 운영상, 기술상의 필요에 따라 제공하고 있는 전부 또는 일부 서비스를 변경할 수 있습니다."
,제 13조 서비스의 변경과 관련된 사항,"2. 서비스의 내용, 이용방법, 이용시간에 대하여 변경이 있는 경우에는 변경사유, 변경될 서비스의 내용 및 제공일자 등은 그 변경 전 7일 이상 해당 서비스 초기화면에 게시하여야 합니다."
,제 13조 서비스의 변경과 관련된 사항,"3. 회사는 무료로 제공되는 서비스의 일부 또는 전부를 회사의 정책 및 운영의 필요상 수정, 중단, 변경할 수 있으며, 이에 대하여 관계법령에 특별한 규정이 없는 한 고객님에게 별도의 보상을 하지 않습니다."
,제 14조 서비스의 이용과 관련된 사항,1. 회사가 제공하는 서비스의 사이버자산 서비스는 회사의 운영 정책에 따라 예고 없이 변경될 수 있습니다.
,제 14조 서비스의 이용과 관련된 사항,2. 서비스규칙(게임규칙 등)은 회사의 정책에 따라 변경될 수 있습니다. 따라서 고객님은 서비스를 이용하기 전에 반드시 서비스규칙을 숙지할 권리와 의무가 있습니다.
,제 14조 서비스의 이용과 관련된 사항,3. 회사는 운영상 또는 기술상의 필요에 따라 제공하고 있는 서비스를 변경 또는 중단할 수 있습니다. 이 경우 회사는 제9조(정보의 제공)에 정한 방법으로 고객님에게 통지합니다.
,제 14조 서비스의 이용과 관련된 사항,"4. 회사는 게임의 기획이나 운영상 또는 회사의 중요한 상황 및 사정 등에 의해 서비스 전부를 중단할 필요가 있는 경우 30일 전에 사이트에 이를 공지하고 서비스의 제공을 중단할 수 있습니다. 고객님은 유료서비스 및 유료아이템의 사용기한이 경과한 이후의 상기 서비스 중단에 대하여 서비스 제공의 요구, 서비스 중단에 대한 배상을 청구할 수 없습니다. 단, 영구아이템의 경우 서비스 중단 공지 시 공지된 서비스의 종료일까지를 아이템의 이용 기간으로 봅니다."
,제 15조 게시물의 저작권,1. 고객님이 서비스 내에 게시한 게시물의 저작권은 해당 게시물의 원래 저작자에게 귀속됩니다.
